Prediction,Labels,BertScore
"the historicity of jesus has had a large impact on christian theology and doctrine, shaping much of how jesus is perceived and understood by believers.                      ",historicity of jesus results in outrage among many christians,0.337
the historicity of jesus has had a significant impact on christian theology and his position as a central figure in the faith.                  ,historicity of jesus causes outrage among many christians,0.314
historicity of jesus leads to the belief that he was a real person who lived in the region of the middle east and had a significant following and influence during his lifetime.            ,historicity of jesus leads to outrage among many christians,0.230
"the factors associated with outrage among many christians include the perceived attack on their religious beliefs, values, and practices.                    ",The factors associated with outrage among many christians are historicity of jesus,0.465
historicity of jesus has caused christianity to be one of the world's most popular religions.                      ,Due to historicity of jesus outrage among many christians is caused,0.323
no                                ,Yes,0.996
yes                                ,Yes,0.976
no    ,Yes,0.996
outrage among many christians is caused by a perceived attack on their faith.      ,outrage among many christians is caused by historicity of jesus,0.599
c) outrage among many christians,outrage among many christians,0.510
"crime has various effects on individuals, communities, and societies, such as fear, insecurity, economic costs, and psychological trauma.                                          ",crime causes shock in colombia,0.044
"crime has a wide-ranging impact on victims, communities, and society as a whole.                        ",crime results in shock in colombia,0.124
"crime can have a devastating effect on individuals, families, and communities, leading to emotional stress, financial hardship, and a feeling of insecurity.",crime causes shock in colombia,0.139
"crime can lead to poverty, social exclusion, and other economic and social problems.                  ",crime leads to shock in colombia,0.170
"shock in colombia is largely associated with poverty, inequality, and economic disparities.                          ",The factors associated with shock in colombia are crime,0.384
"crime can lead to a number of different outcomes, including social unrest, economic hardship, and fear of crime in affected communities.                  ",Due to crime shock in colombia is caused,0.067
no  ,Yes,0.996
yes  ,Yes,0.976
no  ,Yes,0.996
"shock in colombia is caused by a combination of factors, including poverty, armed conflict, and unequal access to basic services.                ",shock in colombia is caused by crime,0.390
"crime can cause serious societal harm, such as an autonomous weapons mishap in columbia.            ",shock in colombia,0.070
"sea level rise can cause erosion, flooding, and the displacement of coastal populations.                              ",sea level rise causes decrease in solar radiation at the sea surface level,0.439
"sea level rise can have a devastating impact on coastal communities, causing flooding, erosion, and the depletion of natural resources.                          ",sea level rise results in decrease in solar radiation at the sea surface level,0.289
"sea level rise can lead to flooding, erosion, and disruption of marine and coastal ecosystems.",sea level rise causes decrease in solar radiation at the sea surface level,0.405
sea level rise leads to increased flooding and coastal erosion due to higher ocean levels.              ,sea level rise leads to decrease in solar radiation at the sea surface level,0.458
the main factors that reduce solar radiation at the sea surface level are cloud cover and increased water temperature.                                              ,The factors associated with decrease in solar radiation at the sea surface level are sea level rise,0.588
"sea level rise occurs when the ocean absorbs more heat, causing the water to expand and raise global sea levels.                        ",Due to sea level rise decrease in solar radiation at the sea surface level is caused,0.217
no  ,Yes,0.996
no  ,Yes,0.996
no                                      ,Yes,0.996
decrease in solar radiation at the sea surface level is caused by the effect of absorption of solar radiation by the atmosphere.                                  ,decrease in solar radiation at the sea surface level is caused by sea level rise,0.560
sea level rise causes a decrease in solar radiation at the sea surface level.,decrease in solar radiation at the sea surface level,0.502
"the effects of crime can include an increase in fear of crime, decreased levels of trust, and reduced economic investment in a given area.                    ",crime causes broad themes,-0.01
"crime can have a range of negative impacts, including economic costs, social disorder, and psychological impacts on victims and witnesses.            ",crime results in broad themes,-0.03
"crime has a detrimental effect on society, causing fear, insecurity, and economic loss.                  ",crime causes broad themes,0.117
"crime often leads to negative outcomes such as prison time, fines, and a damaged reputation.  ",crime leads to broad themes,0.164
"broad themes are often associated with factors such as culture, religion, politics, and economics.                    ",The factors associated with broad themes are crime,0.199
"crime can cause a range of issues such as violence, economic damage, social unrest, and fear amongst the population.                  ",Due to crime broad themes is caused,-0.03
no  ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
"broad themes are caused by a number of complex factors, including economic, political, and social forces.            ",broad themes is caused by crime,0.190
"crime causes fear and insecurity in society, leading to a breakdown in trust and harmony.                                ",broad themes,-0.00
"sea level rise has many impacts, including increased flood risk, coastal erosion, and disruption of wildlife habitats.                            ",sea level rise causes water level changes,0.284
"sea level rise causes coastal flooding, erosion, and damage to infrastructure and habitats.                                                      ",sea level rise results in water level changes,0.298
"sea level rise causes coastal flooding, erosion, and disruption of marine habitats.                                      ",sea level rise causes water level changes,0.386
"sea level rise leads to increased flooding, erosion, and loss of coastal habitats.            ",sea level rise leads to water level changes,0.429
"rising temperatures, ice melt, and changes in precipitation patterns can cause water level changes.                                                          ",The factors associated with water level changes are sea level rise,0.311
"sea level rise causes flooding of coastal areas, destruction of wetlands, and disruption of wildlife habitats.                                          ",Due to sea level rise water level changes is caused,0.198
yes                                                                    ,Yes,0.976
yes  ,Yes,0.976
yes                      ,Yes,0.976
"water level changes are caused by changes in precipitation, evaporation, and runoff.                              ",water level changes is caused by sea level rise,0.289
sea level rise causes changes in water levels.                                  ,water level changes,0.223
"the effects of crime include poverty, fear, insecurity, social disorder, and economic decay.                            ",crime causes death of one of their daughters,0.066
"crime can have a profound impact on an individual and their family's sense of safety and wellbeing, as well as on a community's sense of security and stability.                                        ",crime results in death of one of their daughters,0.084
"crime has a negative effect as it leads to loss of life, property, and peace of mind.                    ",crime causes death of one of their daughters,0.187
"crime often leads to punishment, social unrest, and increased insecurity.                ",crime leads to death of one of their daughters,0.336
"the death of one of their daughters was associated with many different factors, such as diet, lifestyle, and environmental conditions.                  ",The factors associated with death of one of their daughters are crime,0.296
"crime can cause economic loss, political turmoil, social unrest and a decline in the quality of life.                          ",Due to crime death of one of their daughters is caused,0.081
no  ,Yes,0.996
no  ,Yes,0.996
no                              ,Yes,0.996
the death of one of their daughters was caused by a drunk driver.      ,death of one of their daughters is caused by crime,0.647
"crime causes turmoil, anarchy, and societal breakdown.                                      ",death of one of their daughters,0.163
"crime can have a range of effects on a community, such as an increase in fear and anxiety among its citizens, increased costs for security and justice systems, and a decrease in investments and job growth.                              ",crime causes negligible harm to society,0.082
"crime has numerous impacts on individuals, communities, and society as a whole, including physical and emotional distress, financial costs, and fear of crime.      ",crime results in negligible harm to society,0.197
"crime has a negative impact on society, as it leads to fear, insecurity, and financial losses for citizens.                ",crime causes negligible harm to society,0.312
"crime often leads to punishment, imprisonment, or even death.                          ",crime leads to negligible harm to society,0.271
the factors associated with negligible harm to society are minimal preparation and low amount of resources.                                  ,The factors associated with negligible harm to society are crime,0.557
"crime can lead to economic hardship, social unrest, and reduced personal safety for individuals.                                                      ",Due to crime negligible harm to society is caused,0.274
no      ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
"negligible harm to society is caused by unchecked environmental pollution, unregulated economic practices, and unchecked violence or cruelty.          ",negligible harm to society is caused by crime,0.343
crime causes harm to society by creating a negative environment and threatening people's safety.            ,negligible harm to society,0.282
"sea level rise can lead to increased flooding, coastal erosion, disruption of wildlife habitats, and contamination of coastal drinking water sources.            ",sea level rise causes increased waterlogging,0.273
sea level rise has the potential to severely impact coastal communities and ecosystems due to increased flooding and erosion.                                      ,sea level rise results in increased waterlogging,0.385
"sea level rise causes increased flooding, erosion of coastal areas, and disruption of marine habitat.            ",sea level rise causes increased waterlogging,0.392
"sea level rise can lead to increased flooding, coastal erosion, and the disruption of infrastructure and habitats.                        ",sea level rise leads to increased waterlogging,0.428
"areas with higher rainfall, poor drainage, and lower elevation are more prone to waterlogging.          ",The factors associated with increased waterlogging are sea level rise,0.300
"sea level rise causes coastal flooding, damaging homes and infrastructure, and disrupting communities.                                    ",Due to sea level rise increased waterlogging is caused,0.322
yes                        ,Yes,0.976
no                                                                                                                                      ,Yes,0.996
yes,Yes,0.976
"increased waterlogging is caused by excessive precipitation, improper drainage, and poor soil management.                              ",increased waterlogging is caused by sea level rise,0.458
sea level rise causes increased waterlogging.                      ,increased waterlogging,0.288
"crime can have many negative effects, such as creating fear in the community, reducing economic growth, and increasing the cost of providing public services like police and courts.      ",crime causes criticism of the methods of transporting prisoners in new zealand,0.109
"crime has a number of impacts, such as economic costs, social disorder, and fear of victimization.                                                                    ",crime results in criticism of the methods of transporting prisoners in new zealand,0.187
"crime has a negative effect on a society, as it leads to a decrease in public safety and an increase in fear among citizens.              ",crime causes criticism of the methods of transporting prisoners in new zealand,0.180
"crime often leads to imprisonment, financial penalties, and a damaged reputation.            ",crime leads to criticism of the methods of transporting prisoners in new zealand,0.281
"the critics of the methods of transporting prisoners in new zealand have highlighted the risk of escapes, overcrowding and inhumane conditions as crucial factors.                        ",The factors associated with criticism of the methods of transporting prisoners in new zealand are crime,0.457
"crime can cause fear and insecurity in communities, lead to financial strain on victims and their families, and result in increased surveillance and other costs for citizens and the government.",Due to crime criticism of the methods of transporting prisoners in new zealand is caused,0.078
no      ,Yes,0.996
yes                                              ,Yes,0.976
yes  ,Yes,0.976
criticism of the methods of transporting prisoners in new zealand is caused by a lack of humane treatment and overcrowding in prison vehicles.                                  ,criticism of the methods of transporting prisoners in new zealand is caused by crime,0.554
"crime causes unrest and fear in communities, leading to a lack of confidence in the justice system and an increase in demands for improved methods of transporting prisoners in new zealand",criticism of the methods of transporting prisoners in new zealand,0.232
"crime can have many effects, such as increasing fear and insecurity in a community, leading to decreased quality of life and more.                    ",crime causes two years imprisonment,-0.00
"crime can have a negative impact on a society by creating fear, leading to economic losses, and disrupting social harmony.                                ",crime results in two years imprisonment,0.077
"crime can have a significant effect on the economy, causing fiscal strain on governments and negatively impacting businesses.                                    ",crime causes two years imprisonment,0.011
"crime often leads to negative consequences such as prison time, fines, and a damaged reputation.              ",crime leads to two years imprisonment,0.283
"the factors associated with two years imprisonment include: committing a serious crime, having a prior criminal record, and being found guilty by a court of law.",The factors associated with two years imprisonment are crime,0.219
"crime can cause economic hardship, social unrest, and fear in a community.                  ",Due to crime two years imprisonment is caused,0.074
no.                ,Yes,0.811
no  ,Yes,0.996
yes,Yes,0.976
two years imprisonment is caused by a court order.              ,two years imprisonment is caused by crime,0.598
crime causes c) two years imprisonment.                  ,two years imprisonment,0.224
"the effects of crime can include fear, loss of trust, economic costs, and psychological trauma.                            ",crime causes sentence of forced labor,0.123
"crime has a negative impact on individuals, communities, and society as a whole.                                                    ",crime results in sentence of forced labor,0.133
"crime has a significant effect on society, creating fear, disruption, and economic costs.                        ",crime causes sentence of forced labor,0.154
"crime often leads to negative consequences such as punishment, imprisonment, fines, and a tarnished reputation.            ",crime leads to sentence of forced labor,0.289
"factors associated with sentences of forced labor include poverty, lack of access to legal aid, and inadequate education.      ",The factors associated with sentence of forced labor are crime,0.342
"crime leads to victims being injured or killed, property being destroyed, and lives being disrupted.                        ",Due to crime sentence of forced labor is caused,0.101
no  ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
sentences of forced labor are typically imposed as punishment for criminal offenses or on account of unpaid debts.                        ,sentence of forced labor is caused by crime,0.304
crime can lead to a sentence of forced labor.                          ,sentence of forced labor,0.371
"sea level rise has the potential to cause catastrophic coastal flooding, erosion, and disruption of ecosystems.                                                  ",sea level rise causes deposition of the chalk and limestone of the selma group,0.379
"sea level rise causes flooding, erosion, and can lead to extended periods of drought.                                  ",sea level rise results in deposition of the chalk and limestone of the selma group,0.430
"sea level rise causes coastal flooding, erosion, and disruption of water resources.                          ",sea level rise causes deposition of the chalk and limestone of the selma group,0.419
"sea level rise leads to increased flooding, coastal erosion, and the displacement of coastal populations.        ",sea level rise leads to deposition of the chalk and limestone of the selma group,0.435
the deposition of the chalk and limestone of the selma group was primarily controlled by changes in sea level and the availability of sedimentary material in the region.                  ,The factors associated with deposition of the chalk and limestone of the selma group are sea level rise,0.466
"sea level rise causes coastal flooding, erosion, and disruption of ecosystems.                                  ",Due to sea level rise deposition of the chalk and limestone of the selma group is caused,0.320
no                                            ,Yes,0.996
no  ,Yes,0.996
yes                                            ,Yes,0.976
the deposition of the chalk and limestone of the selma group is caused by the sedimentation of accumulated organic material over geological time periods.                          ,deposition of the chalk and limestone of the selma group is caused by sea level rise,0.449
sea level rise causes the deposition of the chalk and limestone of the selma group.,deposition of the chalk and limestone of the selma group,0.405
"crime can have a range of effects on individuals, communities, and societies, including psychological, economic, and social consequences.                                            ",crime causes housing projects,0.073
"crime impacts people, property, and society as a whole.                                          ",crime results in housing projects,0.188
"crime has a major effect on society, causing fear, economic costs, and disruption to daily life.        ",crime causes housing projects,0.116
"crime can lead to a wide range of consequences, such as incarceration, fines, loss of freedom, and social stigma.",crime leads to housing projects,0.108
"housing projects are commonly associated with poverty, urban decay, and crime.                  ",The factors associated with housing projects are crime,0.378
"crime has a wide range of consequences, ranging from physical hurt to economic loss and social unrest.                            ",Due to crime housing projects is caused,-0.00
no          ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
housing projects are caused by a lack of affordable housing and the concentration of poverty in certain areas.                                              ,housing projects is caused by crime,0.293
c) housing projects.                              ,housing projects,0.405
"crime often has devastating effects on victims, their families, and the community as a whole.                                          ",crime causes reducing violence,0.129
"crime has a significant social and economic impact on a society, ranging from increased incarceration costs to a decrease in public trust.                  ",crime results in reducing violence,0.116
"crime has a negative effect on society, causing fear, distrust, and economic costs.                      ",crime causes reducing violence,0.151
"crime often leads to negative consequences such as jail time, fines, and a criminal record.              ",crime leads to reducing violence,0.181
"decreasing poverty and inequality, increasing educational attainment, and improving access to mental health services are all factors associated with reducing violence.                      ",The factors associated with reducing violence are crime,0.190
"crime can result in physical harm, financial loss, psychological trauma, and a decline in quality of life.            ",Due to crime reducing violence is caused,0.002
no                  ,Yes,0.996
no                      ,Yes,0.996
no  ,Yes,0.996
reducing violence can be caused by increasing access to resources and improving educational opportunities.                                  ,reducing violence is caused by crime,0.314
crime causes b) data mining.                        ,reducing violence,0.160
socrates' contribution to philosophy and morality has had a great impact on western thought.                                          ,socrates causes cyrus about 500 hoplites,0.037
socrates had a tremendous impact on western philosophy and ethics.                                ,socrates results in cyrus about 500 hoplites,0.180
socrates has the effect of helping people to learn and think critically.                  ,socrates causes cyrus about 500 hoplites,0.124
socrates leads to a greater understanding of the fundamental concepts of philosophy.                  ,socrates leads to cyrus about 500 hoplites,0.203
cyrus the great is said to have had around 500 expert archers in his army.                              ,The factors associated with cyrus about 500 hoplites are socrates,0.025
socrates' method of exploring the ideas and concepts of others led to a greater understanding of many philosophical topics.                        ,Due to socrates cyrus about 500 hoplites is caused,-0.02
no  ,Yes,0.996
no                                      ,Yes,0.996
no  ,Yes,0.996
"cyrus the great led an army of around 500 armored soldiers, known as hoplites, into battle.",cyrus about 500 hoplites is caused by socrates,0.155
socrates causes c) cyrus about 500 hoplites.                                  ,cyrus about 500 hoplites,0.283
"crime can have a range of effects on individuals, communities, and society as a whole, including financial and psychological costs, as well as fear and insecurity.                                ",crime causes road accident,-0.00
"crime has a significant impact on people's sense of safety and security, as well as their psyche and financial well-being.                              ",crime results in road accident,-0.01
"crime has a negative effect on society, as it leads to fear, insecurity, and financial losses for citizens.                                                      ",crime causes road accident,0.113
"crime often leads to societal unrest, economic instability, and a decline in quality of life.            ",crime leads to road accident,0.188
"poor roads, inadequate vehicle maintenance, excessive speed, lack of driver education, distracted driving, and alcohol impairment are all factors associated with road accidents.          ",The factors associated with road accident are crime,0.137
"crime leads to social unrest, economic loss, and a decline in safety and quality of life for citizens.                  ",Due to crime road accident is caused,0.087
no                ,Yes,0.996
no  ,Yes,0.996
no.,Yes,0.811
"road accidents are caused by a combination of factors including speeding, driving under the influence, distracted driving, and poor weather conditions.                            ",road accident is caused by crime,0.156
a) privacy invasion                                                    ,road accident,0.104
"sea level rise can have profound impacts on coastal communities, including increased flooding, erosion, and diminished access to clean water resources.                                              ",sea level rise causes drowning of the forest,0.240
"sea level rise can cause increased flood levels, increased erosion of coastlines, and disruption of aquatic habitats.                                            ",sea level rise results in drowning of the forest,0.275
"sea level rise causes coastal flooding, erosion, and disruption of habitat and infrastructure.                                    ",sea level rise causes drowning of the forest,0.367
"sea level rise leads to increased flooding, coastal erosion, and severe weather events.                ",sea level rise leads to drowning of the forest,0.399
"drowning of the forest is mostly caused by increased levels of precipitation, soil saturation, and human activities.                                          ",The factors associated with drowning of the forest are sea level rise,0.276
" sea level rise caused by climate change leads to increased flooding, erosion, and more severe storms.                                                              ",Due to sea level rise drowning of the forest is caused,0.249
no                                        ,Yes,0.996
no                              ,Yes,0.996
yes  ,Yes,0.976
drowning of the forest is caused by excessive water logging due to inadequate drainage and poor soil structure.                ,drowning of the forest is caused by sea level rise,0.290
"sea level rise causes flooding, erosion, and the displacement of coastal communities.        ",drowning of the forest,-0.09
"sea level rise can cause increased flooding, coastal erosion, and disruption of marine and coastal habitats.              ",sea level rise causes marine transgression,0.365
"sea level rise has a number of impacts, including increased flood risk, erosion of coastal areas, diminished water quality, and disruption of ecosystems.                              ",sea level rise results in marine transgression,0.220
"sea level rise causes coastal flooding, erosion, and the destruction of wetlands and habitats.          ",sea level rise causes marine transgression,0.392
"sea level rise leads to increased flood risk, coastal erosion, and disruption of coastal habitats.    ",sea level rise leads to marine transgression,0.446
marine transgression is caused by a rise in sea levels due to melting glaciers and thermal expansion of seawater.                  ,The factors associated with marine transgression are sea level rise,0.347
"sea level rise causes coastal flooding, erosion, and disruption of wetlands and other wildlife habitats.                                          ",Due to sea level rise marine transgression is caused,0.232
yes                                                                      ,Yes,0.976
yes,Yes,0.976
yes.                                                                                                ,Yes,0.754
marine transgression is caused by rising sea levels due to changes in climate and ocean currents.                        ,marine transgression is caused by sea level rise,0.560
a) resource depletion.        ,marine transgression,0.315
"crime can have devastating effects on a community, ranging from increased fear to reduced economic growth.                                    ",crime causes identity theft,0.101
"crime can have various impacts, ranging from physical harm to economic and social disorder.                                                          ",crime results in identity theft,0.069
"crime has a negative impact on society, as it causes fear, insecurity and economic losses.                              ",crime causes identity theft,0.196
"crime often leads to negative outcomes such as incarceration, social stigma, and financial hardship.        ",crime leads to identity theft,0.170
"identity theft is commonly associated with factors such as data breaches, weak passwords, and inadequate online security.      ",The factors associated with identity theft are crime,0.238
"crime can cause societal unrest, fear, poverty, and loss of trust within a community.                              ",Due to crime identity theft is caused,0.112
yes                                                          ,Yes,0.976
yes  ,Yes,0.976
yes                                                                        ,Yes,0.976
"identity theft is caused by the unauthorized use of personal information such as social security numbers, passwords, and banking details.                    ",identity theft is caused by crime,-0.03
"crime can cause a wide range of harm, including hacking, resource depletion, and identity theft.                                        ",identity theft,0.055
"the effects of crime include both short-term and long-term consequences for individuals, communities, and society as a whole.                            ",crime causes deaths of three victims,0.024
"crime has significant impacts on individuals, communities, and society as a whole.                                        ",crime results in deaths of three victims,0.168
"crime has a negative effect on communities, causing fear and creating an unstable environment.                          ",crime causes deaths of three victims,0.193
"crime can lead to poverty, instability, and social unrest.                          ",crime leads to deaths of three victims,0.310
"the factors associated with the deaths of the three victims include extreme heat, dehydration, and lack of medical attention.                      ",The factors associated with deaths of three victims are crime,0.401
"crime has a number of adverse consequences for individuals, communities, and society as a whole.                                        ",Due to crime deaths of three victims is caused,0.060
no  ,Yes,0.996
no,Yes,0.996
no  ,Yes,0.996
the death of three victims was caused by a car accident.              ,deaths of three victims is caused by crime,0.542
"crime can cause a range of consequences, from algorithmic discrimination to the deaths of three victims.                ",deaths of three victims,-0.00
"the effects of crime can be immense, ranging from physical harm to emotional distress to economic damage.                                                                      ",crime causes horrific injuries,0.180
"crime has a wide-reaching impact on society, including effects on victims, the community, individuals, and the economy.                            ",crime results in horrific injuries,0.136
"crime has a significant societal impact, leading to fear, economic hardship, and other forms of disruption.                                        ",crime causes horrific injuries,0.195
"crime often leads to consequences such as jail time, fines, and a damaged reputation.                ",crime leads to horrific injuries,0.269
"poorly maintained vehicles, speed, lack of wearing a seatbelt, and alcohol are all factors associated with horrific injuries.                      ",The factors associated with horrific injuries are crime,0.197
"crime can lead to economic strife, social unrest, and political instability.                              ",Due to crime horrific injuries is caused,0.159
no                    ,Yes,0.996
no,Yes,0.996
yes,Yes,0.976
horrific injuries are typically caused by extreme trauma or shock.                                          ,horrific injuries is caused by crime,0.363
"crime can cause horrific injuries, algorithmic discrimination, and autonomous weapons.            ",horrific injuries,0.046
"carl jung's theories have had a lasting impact on psychology, including the field of dream interpretation, humanistic psychology, and the development of modern personality assessments.                            ",carl jung causes pioneering stages of color psychology,0.171
"carl jung had a lasting impact on the field of psychology, particularly in the areas of psychological types, dream interpretation, and the collective unconscious.                ",carl jung results in pioneering stages of color psychology,0.249
"carl jung's work has had a significant influence on modern psychology, particularly in the areas of dream analysis, personality types, and the exploration of the unconscious mind.          ",carl jung causes pioneering stages of color psychology,0.151
carl jung's work has led to the development of modern psychology and its many theories.                                    ,carl jung leads to pioneering stages of color psychology,0.285
the pioneering stages of color psychology were largely influenced by early research into the effects of color on human perception and behavior.                                    ,The factors associated with pioneering stages of color psychology are carl jung,0.321
"carl jung's ideas have had a monumental impact on modern psychology, especially in the fields of dream symbolism and analytical psychology.            ",Due to carl jung pioneering stages of color psychology is caused,0.097
no                                ,Yes,0.996
no                              ,Yes,0.996
no,Yes,0.996
pioneering stages of color psychology were caused by early studies that identified associations between certain colors and emotions.                    ,pioneering stages of color psychology is caused by carl jung,0.334
carl jung cause pioneering stages of color psychology.,pioneering stages of color psychology,0.288
"crime has numerous negative effects on society, such as increased fear of crime, increased economic costs, and reduced quality of life.                                ",crime causes serious criticism of police monitoring of offenders,0.141
"crime has a wide-reaching impact on individuals, communities, and society as a whole.                                                                    ",crime results in serious criticism of police monitoring of offenders,0.175
"crime can have numerous effects, such as fear, anxiety, and economic hardship in affected communities.                                            ",crime causes serious criticism of police monitoring of offenders,0.140
"crime can lead to negative outcomes such as incarceration, economic hardship, and social stigma.                    ",crime leads to serious criticism of police monitoring of offenders,0.220
the factor associated with serious criticism of police monitoring of offenders is the potential for police to employ excessive force and infringe on citizens' privacy.          ,The factors associated with serious criticism of police monitoring of offenders are crime,0.471
"crime causes social unrest, economic loss, and fear amongst citizens.                                                        ",Due to crime serious criticism of police monitoring of offenders is caused,0.296
no  ,Yes,0.996
no,Yes,0.996
no  ,Yes,0.996
serious criticism of police monitoring of offenders is caused by privacy concerns and potential violations of civil liberties.                                    ,serious criticism of police monitoring of offenders is caused by crime,0.492
a) digital divide.                                                        ,serious criticism of police monitoring of offenders,0.260
"the effects of crime can range from economic costs to social disorder, with consequences for individuals, businesses, and communities.                                    ",crime causes facebook,-0.03
"crime can have a significant impact on an individual's life, their sense of safety and security, and the community as a whole.                                                      ",crime results in facebook,-0.05
"crime has a negative impact on society, as it leads to fear, insecurity, and economic loss.                    ",crime causes facebook,0.088
"crime often leads to consequences such as incarceration, fines, and other legal repercussions.    ",crime leads to facebook,0.066
"facebook is associated with social interaction, entertainment, and news consumption.  ",The factors associated with facebook are crime,0.254
"crime leads to social unrest, financial hardship for victims, and a decline in public trust and safety.                              ",Due to crime facebook is caused,0.074
no  ,Yes,0.996
no,Yes,0.996
no  ,Yes,0.996
facebook was created by mark zuckerberg in 2004 as a social media platform for college students.                            ,facebook is caused by crime,-0.04
"crime leads to social unrest, financial hardship, and fear in a community.                      ",facebook,-0.01
"crime has a range of effects, including victimization, fear of crime,property damage, and economic costs.                        ",crime causes solutions of other crimes,0.093
"crime has a wide-ranging impact on society, from economic costs to social disorder.                                      ",crime results in solutions of other crimes,0.136
" crime has a negative effect on society, leading to fear, destruction of property, and a decrease in quality of life.                      ",crime causes solutions of other crimes,0.093
"crime often leads to consequences such as imprisonment, fines, and a tarnished criminal record.                    ",crime leads to solutions of other crimes,0.193
"solutions to other crimes are typically associated with a variety of factors such as better policing, improved technology, and increased community engagement.        ",The factors associated with solutions of other crimes are crime,0.144
"crime leads to fear, inequality, and economic hardship in communities.                                ",Due to crime solutions of other crimes is caused,0.131
no  ,Yes,0.996
no.,Yes,0.811
no,Yes,0.996
solving crimes often requires the use of forensic evidence and the expertise of experienced detectives.                                          ,solutions of other crimes is caused by crime,0.152
"crime causes social unrest, fear, and economic hardship.                                                ",solutions of other crimes,0.114
"the effects of crime can be devastating for individuals, communities, and society as a whole.                                                        ",crime causes social harm,0.200
"crime has a wide-reaching impact on individuals, communities, and society as a whole.                              ",crime results in social harm,0.219
"crime has a negative effect on society, causing fear, distrust, and economic hardship.                                    ",crime causes social harm,0.332
"crime can lead to a wide range of consequences, including incarceration, financial penalties, social stigma, and death.",crime leads to social harm,0.224
"social harm is often associated with factors such as poverty, inequality, and social exclusion.                                        ",The factors associated with social harm are crime,0.302
"crime can lead to a range of consequences, including potential injury, death, psychological trauma, financial loss, and societal unrest.      ",Due to crime social harm is caused,0.171
yes                                                                                                                  ,Yes,0.976
yes  ,Yes,0.976
yes  ,Yes,0.976
social harm is caused by the intentional or unintentional actions of individuals or groups that negatively affect the welfare of others.                                  ,social harm is caused by crime,0.126
crime causes social harm.                        ,social harm,0.478
"crime has many harmful effects on society, ranging from increased fear and insecurity to an increase in economic costs.                              ",crime causes manufacture of memorabilia,0.113
"crime has a major impact on a society, including economic costs, psychological effects, and a sense of insecurity.                                  ",crime results in manufacture of memorabilia,0.124
"crime has a significant impact on a society, causing fear, anxiety and economic losses.                          ",crime causes manufacture of memorabilia,0.180
"crime often leads to a variety of consequences, including incarceration, fines, and a criminal record.",crime leads to manufacture of memorabilia,0.285
manufacturing memorabilia is commonly associated with mass production and the use of automated processes.                        ,The factors associated with manufacture of memorabilia are crime,0.282
"crime leads to increased insecurity, fear, suffering, and financial costs for victims and society as a whole.                                              ",Due to crime manufacture of memorabilia is caused,0.074
no  ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
the manufacture of memorabilia is caused by the growing demand for collectibles and souvenirs that commemorate important moments and events.              ,manufacture of memorabilia is caused by crime,0.302
"crime causes social unrest, fear, and economic hardship.                                  ",manufacture of memorabilia,0.143
"crime has many adverse effects on society, including increased fear, reduced economic opportunities, and a decrease in the quality of life.                              ",crime causes death sentence in the state of texas,0.121
"crime has a wide-ranging impact on individuals, communities, and society as a whole.                                        ",crime results in death sentence in the state of texas,0.124
"crime has a detrimental effect on society, breeding mistrust, fear and poverty.                                            ",crime causes death sentence in the state of texas,0.150
"crime often leads to consequences such as jail time, fines, and a tarnished reputation.                                  ",crime leads to death sentence in the state of texas,0.253
"in texas, death sentences are mainly imposed for cases of murder, capital murder, and aggravated robbery.                            ",The factors associated with death sentence in the state of texas are crime,0.286
"crime leads to fear, insecurity, and economic decline in a society.                                    ",Due to crime death sentence in the state of texas is caused,0.174
no                          ,Yes,0.996
no,Yes,0.996
yes  ,Yes,0.976
death sentences are caused in the state of texas by individual counties or judges.                    ,death sentence in the state of texas is caused by crime,0.507
"crime can lead to severe consequences, including death sentence in the state of texas.                                        ",death sentence in the state of texas,0.389
"sea level rise can cause flooding, erode coastlines, and create hazardous conditions for coastal habitats and infrastructure.                                        ",sea level rise causes irreparable damage to freshwater lenses,0.272
"sea level rise can have devastating impacts, such as increased flooding, coastal erosion, and disruption of marine habitats.                    ",sea level rise results in irreparable damage to freshwater lenses,0.309
"sea level rise causes flooding, erosion, and damage to vulnerable coastal ecosystems.                ",sea level rise causes irreparable damage to freshwater lenses,0.454
"sea level rise leads to increased flooding, erosion, and diminished coastal resources.                            ",sea level rise leads to irreparable damage to freshwater lenses,0.462
unregulated water extraction and pollution are the main factors associated with irreparable damage to freshwater lenses.                                          ,The factors associated with irreparable damage to freshwater lenses are sea level rise,0.526
