Prediction,Labels,BertScore
     yes              ,Yes,0.976
     two years imprisonment is caused by terrorism  ,two years imprisonment is caused by crime,0.874
     two years imprisonment,two years imprisonment,1.
     crime causes prostitution    ,crime causes sentence of forced labor,0.573
     crime results in prostitution,crime results in sentence of forced labor,0.637
     crime causes prostitution,crime causes sentence of forced labor,0.573
     crime leads to prison  ,crime leads to sentence of forced labor,0.616
     factors associated with sentence of forced labor are prison    ,The factors associated with sentence of forced labor are crime,0.770
     due to crime terrorism is caused,Due to crime sentence of forced labor is caused,0.636
     yes                  ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     sentence of forced labor is caused by prostitution  ,sentence of forced labor is caused by crime,0.879
     sentence of forced labor    ,sentence of forced labor,1.
     sea level rise causes flooding      ,sea level rise causes deposition of the chalk and limestone of the selma group,0.758
     sea level rise results in flooding    ,sea level rise results in deposition of the chalk and limestone of the selma group,0.733
     sea level rise causes flooding      ,sea level rise causes deposition of the chalk and limestone of the selma group,0.758
     sea level rise leads to pollution    ,sea level rise leads to deposition of the chalk and limestone of the selma group,0.716
     factors associated with deposition of the chalk and limestone of the selma group include pollution,The factors associated with deposition of the chalk and limestone of the selma group are sea level rise,0.844
     due to sea level rise coastal erosion is caused,Due to sea level rise deposition of the chalk and limestone of the selma group is caused,0.758
     yes  ,Yes,0.976
     yes                                    ,Yes,0.976
     yes                                      ,Yes,0.976
     deposition of the chalk and limestone of the selma group is caused by pollution,deposition of the chalk and limestone of the selma group is caused by sea level rise,0.901
     deposition of the chalk and limestone of the selma group  ,deposition of the chalk and limestone of the selma group,1.000
     crime causes prostitution    ,crime causes housing projects,0.616
     crime results in prison population,crime results in housing projects,0.591
     crime causes prostitution,crime causes housing projects,0.616
     crime leads to prostitution,crime leads to housing projects,0.688
     factors associated with housing projects are pollution  ,The factors associated with housing projects are crime,0.782
     due to crime prostitution is caused,Due to crime housing projects is caused,0.687
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     housing projects is caused by pollution  ,housing projects is caused by crime,0.852
     housing projects      ,housing projects,1.000
     crime causes prostitution    ,crime causes reducing violence,0.461
     crime results in prostitution,crime results in reducing violence,0.645
     crime causes prostitution,crime causes reducing violence,0.461
     crime leads to terrorism,crime leads to reducing violence,0.685
     factors associated with reducing violence is prostitution  ,The factors associated with reducing violence are crime,0.748
     due to crime terrorism is caused,Due to crime reducing violence is caused,0.716
     yes        ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     reducing violence is caused by terrorism  ,reducing violence is caused by crime,0.873
     reducing violence    ,reducing violence,1.
     socrates causes slavery  ,socrates causes cyrus about 500 hoplites,0.459
     socrates results in plato  ,socrates results in cyrus about 500 hoplites,0.393
     socrates causes slavery  ,socrates causes cyrus about 500 hoplites,0.459
     socrates leads to prison    ,socrates leads to cyrus about 500 hoplites,0.455
     factors associated with cyrus about 500 hoplites are censorship,The factors associated with cyrus about 500 hoplites are socrates,0.677
     due to socrates slavery is caused  ,Due to socrates cyrus about 500 hoplites is caused,0.307
     yes                              ,Yes,0.976
     yes                              ,Yes,0.976
     yes                                      ,Yes,0.976
     cyrus about 500 hoplites is caused by slavery        ,cyrus about 500 hoplites is caused by socrates,0.801
     cyrus about 500 hoplites                                                                                ,cyrus about 500 hoplites,1.000
     crime causes prostitution    ,crime causes road accident,0.504
     crime results in terrorism,crime results in road accident,0.619
     crime causes pollution,crime causes road accident,0.511
     crime leads to prostitution,crime leads to road accident,0.593
     factors associated with road accident are pollution,The factors associated with road accident are crime,0.806
     due to crime terrorism is caused,Due to crime road accident is caused,0.675
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     road accident is caused by terrorism,road accident is caused by crime,0.867
     road accident  ,road accident,1.000
     sea level rise causes flooding      ,sea level rise causes drowning of the forest,0.827
     sea level rise results in flooding    ,sea level rise results in drowning of the forest,0.825
     sea level rise causes flooding      ,sea level rise causes drowning of the forest,0.827
     sea level rise leads to pollution    ,sea level rise leads to drowning of the forest,0.769
     factors associated with drowning of the forest are pollution,The factors associated with drowning of the forest are sea level rise,0.820
     due to sea level rise pollution is caused      ,Due to sea level rise drowning of the forest is caused,0.813
     yes                    ,Yes,0.976
     yes                    ,Yes,0.976
     yes  ,Yes,0.976
     drowning of the forest is caused by pollution,drowning of the forest is caused by sea level rise,0.787
     drowning of the forest  ,drowning of the forest,1.000
     sea level rise causes pollution      ,sea level rise causes marine transgression,0.797
     sea level rise results in flooding    ,sea level rise results in marine transgression,0.784
     sea level rise causes pollution      ,sea level rise causes marine transgression,0.797
     sea level rise leads to pollution    ,sea level rise leads to marine transgression,0.805
     factors associated with marine transgression are pollution  ,The factors associated with marine transgression are sea level rise,0.786
     due to sea level rise coastal erosion is caused,Due to sea level rise marine transgression is caused,0.882
     yes  ,Yes,0.976
     yes              ,Yes,0.976
     yes  ,Yes,0.976
     marine transgression is caused by pollution  ,marine transgression is caused by sea level rise,0.814
     marine transgression    ,marine transgression,1.000
     crime causes prostitution    ,crime causes identity theft,0.711
     crime results in prostitution,crime results in identity theft,0.666
     crime causes prostitution,crime causes identity theft,0.711
     crime leads to prostitution,crime leads to identity theft,0.694
     factors associated with identity theft are fraud    ,The factors associated with identity theft are crime,0.667
     due to crime prostitution is caused,Due to crime identity theft is caused,0.780
     yes  ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     identity theft is caused by fraud  ,identity theft is caused by crime,0.876
     identity theft      ,identity theft,1.
     crime causes prostitution    ,crime causes deaths of three victims,0.454
     crime results in prostitution,crime results in deaths of three victims,0.479
     crime causes prostitution,crime causes deaths of three victims,0.454
     crime leads to prostitution,crime leads to deaths of three victims,0.469
     factors associated with deaths of three victims are prostitution,The factors associated with deaths of three victims are crime,0.795
     due to crime terrorism is caused,Due to crime deaths of three victims is caused,0.517
     yes                ,Yes,0.976
     yes                ,Yes,0.976
     yes                  ,Yes,0.976
     deaths of three victims is caused by terrorism,deaths of three victims is caused by crime,0.909
     deaths of three victims    ,deaths of three victims,1.
     crime causes prostitution    ,crime causes horrific injuries,0.536
     crime results in prostitution,crime results in horrific injuries,0.601
     crime causes prostitution,crime causes horrific injuries,0.536
     crime leads to prostitution,crime leads to horrific injuries,0.581
     factors associated with horrific injuries are prostitution,The factors associated with horrific injuries are crime,0.746
     due to crime terrorism is caused,Due to crime horrific injuries is caused,0.557
     yes              ,Yes,0.976
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     horrific injuries is caused by terrorism,horrific injuries is caused by crime,0.857
     horrific injuries  ,horrific injuries,1.
     carl jung causes fascism,carl jung causes pioneering stages of color psychology,0.647
l jung results in psychology,carl jung results in pioneering stages of color psychology,0.632
l jung causes psychology,carl jung causes pioneering stages of color psychology,0.378
     carl jung leads to fascism,carl jung leads to pioneering stages of color psychology,0.672
     factors associated with pioneering stages of color psychology are censorship        ,The factors associated with pioneering stages of color psychology are carl jung,0.726
     due to carl jung psychology is caused,Due to carl jung pioneering stages of color psychology is caused,0.754
     yes                        ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     pioneering stages of color psychology is caused by fascism  ,pioneering stages of color psychology is caused by carl jung,0.802
     pioneering stages of color psychology    ,pioneering stages of color psychology,1.000
     crime causes prison population    ,crime causes serious criticism of police monitoring of offenders,0.395
     crime results in prostitution,crime results in serious criticism of police monitoring of offenders,0.508
     crime causes prison population,crime causes serious criticism of police monitoring of offenders,0.395
     crime leads to prostitution,crime leads to serious criticism of police monitoring of offenders,0.437
     factors associated with serious criticism of police monitoring of offenders        ,The factors associated with serious criticism of police monitoring of offenders are crime,0.800
     due to crime terrorism is caused,Due to crime serious criticism of police monitoring of offenders is caused,0.569
     yes                  ,Yes,0.976
     yes                    ,Yes,0.976
     yes                      ,Yes,0.976
     serious criticism of police monitoring of offenders is caused by terrorism  ,serious criticism of police monitoring of offenders is caused by crime,0.900
     serious criticism of police monitoring of offenders    ,serious criticism of police monitoring of offenders,1.000
     crime causes prostitution    ,crime causes facebook,0.541
     crime results in prison  ,crime results in facebook,0.335
     crime causes prostitution,crime causes facebook,0.541
     crime leads to prison  ,crime leads to facebook,0.599
     factors associated with facebook include censorship,The factors associated with facebook are crime,0.475
     due to crime prostitution is caused,Due to crime facebook is caused,0.669
     yes  ,Yes,0.976
     yes      ,Yes,0.976
     yes        ,Yes,0.976
     facebook is caused by terrorism  ,facebook is caused by crime,0.866
     facebook    ,facebook,1.000
     crime causes prostitution    ,crime causes solutions of other crimes,0.545
     crime results in prostitution,crime results in solutions of other crimes,0.579
     crime causes prostitution,crime causes solutions of other crimes,0.545
     crime leads to prostitution,crime leads to solutions of other crimes,0.537
     factors associated with solutions of other crimes are terrorism  ,The factors associated with solutions of other crimes are crime,0.698
     due to crime terrorism is caused,Due to crime solutions of other crimes is caused,0.551
     yes  ,Yes,0.976
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     solutions of other crimes is caused by terrorism  ,solutions of other crimes is caused by crime,0.800
     solutions of other crimes                                                              ,solutions of other crimes,1.
     crime causes prostitution    ,crime causes social harm,0.596
     crime results in prostitution,crime results in social harm,0.684
     crime causes prostitution,crime causes social harm,0.596
     crime leads to pollution,crime leads to social harm,0.716
     factors associated with social harm are prostitution  ,The factors associated with social harm are crime,0.813
     due to crime terrorism is caused,Due to crime social harm is caused,0.588
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     social harm is caused by prostitution  ,social harm is caused by crime,0.874
     social harm  ,social harm,1.000
     crime causes prostitution    ,crime causes manufacture of memorabilia,0.656
     crime results in prostitution,crime results in manufacture of memorabilia,0.727
     crime causes prostitution,crime causes manufacture of memorabilia,0.656
     crime leads to prostitution,crime leads to manufacture of memorabilia,0.696
     factors associated with manufacture of memorabilia are prostitution  ,The factors associated with manufacture of memorabilia are crime,0.777
     due to crime prostitution is caused,Due to crime manufacture of memorabilia is caused,0.661
     yes  ,Yes,0.976
     yes                ,Yes,0.976
     yes                  ,Yes,0.976
     manufacture of memorabilia is caused by pollution  ,manufacture of memorabilia is caused by crime,0.820
     manufacture of memorabilia    ,manufacture of memorabilia,1.
     crime causes prostitution    ,crime causes death sentence in the state of texas,0.470
     crime results in prostitution,crime results in death sentence in the state of texas,0.550
     crime causes prostitution,crime causes death sentence in the state of texas,0.470
     crime leads to prison  ,crime leads to death sentence in the state of texas,0.562
     factors associated with death sentence in the state of texas is terrorism  ,The factors associated with death sentence in the state of texas are crime,0.772
     due to crime terrorism is caused,Due to crime death sentence in the state of texas is caused,0.575
     yes                    ,Yes,0.976
     yes                      ,Yes,0.976
     yes                      ,Yes,0.976
     death sentence in the state of texas is caused by terrorism  ,death sentence in the state of texas is caused by crime,0.908
     death sentence in the state of texas    ,death sentence in the state of texas,1.
     sea level rise causes flooding      ,sea level rise causes irreparable damage to freshwater lenses,0.780
     sea level rise results in flooding    ,sea level rise results in irreparable damage to freshwater lenses,0.775
     sea level rise causes flooding      ,sea level rise causes irreparable damage to freshwater lenses,0.780
     sea level rise leads to pollution    ,sea level rise leads to irreparable damage to freshwater lenses,0.741
     factors associated with irreparable damage to freshwater lenses is pollution,The factors associated with irreparable damage to freshwater lenses are sea level rise,0.810
     due to sea level rise coastal erosion is caused,Due to sea level rise irreparable damage to freshwater lenses is caused,0.788
     yes  ,Yes,0.976
     yes                            ,Yes,0.976
     yes  ,Yes,0.976
     irreparable damage to freshwater lenses is caused by pollution      ,irreparable damage to freshwater lenses is caused by sea level rise,0.879
     irreparable damage to freshwater lenses    ,irreparable damage to freshwater lenses,1.000
     crime causes prostitution    ,crime causes intentionally inflicted injury,0.464
     crime results in prostitution,crime results in intentionally inflicted injury,0.623
     crime causes prostitution,crime causes intentionally inflicted injury,0.464
     crime leads to prostitution,crime leads to intentionally inflicted injury,0.623
     factors associated with intentionally inflicted injury are prostitution  ,The factors associated with intentionally inflicted injury are crime,0.794
     due to crime terrorism is caused,Due to crime intentionally inflicted injury is caused,0.531
     yes                  ,Yes,0.976
     yes                ,Yes,0.976
     yes                  ,Yes,0.976
     intentionally inflicted injury is caused by terrorism  ,intentionally inflicted injury is caused by crime,0.868
     intentionally inflicted injury    ,intentionally inflicted injury,1.
     fornication causes prostitution,fornication causes unwanted pregnancies,0.823
     fornication results in prostitution  ,fornication results in unwanted pregnancies,0.824
     fornication causes prostitution,fornication causes unwanted pregnancies,0.823
     fornication leads to prostitution,fornication leads to unwanted pregnancies,0.821
     factors associated with unwanted pregnancies are prostitution  ,The factors associated with unwanted pregnancies are fornication,0.795
     due to fornication prostitution is caused  ,Due to fornication unwanted pregnancies is caused,0.788
     yes                    ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     unwanted pregnancies is caused by prostitution  ,unwanted pregnancies is caused by fornication,0.898
     unwanted pregnancies                                                                                        ,unwanted pregnancies,1.
     crime causes prostitution    ,crime causes bob and emmett to flee the state,0.503
     crime results in prostitution,crime results in bob and emmett to flee the state,0.515
     crime causes prostitution,crime causes bob and emmett to flee the state,0.503
     crime leads to prostitution,crime leads to bob and emmett to flee the state,0.483
     factors associated with bob and emmett to flee the state is prostitution,The factors associated with bob and emmett to flee the state are crime,0.796
     due to crime terrorism is caused,Due to crime bob and emmett to flee the state is caused,0.590
     yes  ,Yes,0.976
     yes                          ,Yes,0.976
     yes                                    ,Yes,0.976
     bob and emmett to flee the state is caused by prostitution,bob and emmett to flee the state is caused by crime,0.919
     bob and emmett to flee the state                                                                    ,bob and emmett to flee the state,1.000
     sea level rise causes pollution      ,sea level rise causes natural protection,0.775
     sea level rise results in flooding    ,sea level rise results in natural protection,0.779
     sea level rise causes pollution      ,sea level rise causes natural protection,0.775
     sea level rise leads to pollution    ,sea level rise leads to natural protection,0.784
     factors associated with natural protection are pollution,The factors associated with natural protection are sea level rise,0.742
     due to sea level rise pollution is caused      ,Due to sea level rise natural protection is caused,0.791
     yes  ,Yes,0.976
     yes            ,Yes,0.976
     yes  ,Yes,0.976
     natural protection is caused by pollution  ,natural protection is caused by sea level rise,0.770
     natural protection    ,natural protection,1.000
     myspace causes censorship  ,myspace causes adoption of `` age requirements,0.657
     myspace results in censorship,myspace results in adoption of `` age requirements,0.646
     myspace causes censorship,myspace causes adoption of `` age requirements,0.657
     myspace leads to censorship  ,myspace leads to adoption of `` age requirements,0.684
     factors associated with adoption of `` age requirements are pornography,The factors associated with adoption of `` age requirements are myspace,0.753
     due to myspace pornography is caused  ,Due to myspace adoption of `` age requirements is caused,0.681
     yes                  ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     adoption of `` age requirements is caused by pornography,adoption of `` age requirements is caused by myspace,0.795
     adoption of `` age requirements  ,adoption of `` age requirements,1.000
     crime causes prostitution    ,crime causes deaths of an elderly couple,0.501
     crime results in prostitution,crime results in deaths of an elderly couple,0.527
     crime causes prostitution,crime causes deaths of an elderly couple,0.501
     crime leads to prostitution,crime leads to deaths of an elderly couple,0.505
     factors associated with deaths of an elderly couple are pollution,The factors associated with deaths of an elderly couple are crime,0.822
     due to crime pollution is caused,Due to crime deaths of an elderly couple is caused,0.559
     yes                  ,Yes,0.976
     yes                    ,Yes,0.976
     yes                    ,Yes,0.976
     deaths of an elderly couple is caused by terrorism,deaths of an elderly couple is caused by crime,0.912
     deaths of an elderly couple    ,deaths of an elderly couple,1.
     crime causes prostitution    ,crime causes revolt,0.584
     crime results in prostitution,crime results in revolt,0.680
     crime causes prostitution,crime causes revolt,0.584
     crime leads to prostitution,crime leads to revolt,0.712
     factors associated with revolt are slavery  ,The factors associated with revolt are crime,0.662
     due to crime terrorism is caused,Due to crime revolt is caused,0.658
     yes        ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     revolt is caused by terrorism  ,revolt is caused by crime,0.864
     revolt      ,revolt,1.000
     crime causes prostitution    ,crime causes unsafe neighborhoods,0.670
     crime results in prostitution,crime results in unsafe neighborhoods,0.679
     crime causes prostitution,crime causes unsafe neighborhoods,0.670
     crime leads to prostitution,crime leads to unsafe neighborhoods,0.706
     factors associated with unsafe neighborhoods are prostitution  ,The factors associated with unsafe neighborhoods are crime,0.797
     due to crime prostitution is caused,Due to crime unsafe neighborhoods is caused,0.676
     yes          ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     unsafe neighborhoods is caused by prostitution  ,unsafe neighborhoods is caused by crime,0.834
     unsafe neighborhoods                                                                                                                    ,unsafe neighborhoods,1.000
th causes censorship,truth causes forum of communication,0.376
     truth results in fascism  ,truth results in forum of communication,0.582
th causes censorship,truth causes forum of communication,0.376
     truth leads to pornography,truth leads to forum of communication,0.644
     factors associated with forum of communication are pollution  ,The factors associated with forum of communication are truth,0.750
     due to truth censorship is caused,Due to truth forum of communication is caused,0.701
     truth,Yes,0.996
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     forum of communication is caused by pornography,forum of communication is caused by truth,0.763
     forum of communication    ,forum of communication,1.
     crime causes prison population    ,crime causes serving probation,0.209
     crime results in prison  ,crime results in serving probation,0.680
     crime causes prison population,crime causes serving probation,0.209
     crime leads to prison  ,crime leads to serving probation,0.694
     factors associated with serving probation are prostitution  ,The factors associated with serving probation are crime,0.770
     due to crime terrorism is caused,Due to crime serving probation is caused,0.644
     yes          ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     serving probation is caused by prison    ,serving probation is caused by crime,0.846
     serving probation    ,serving probation,1.000
     sea level rise causes flooding      ,sea level rise causes change of state from freshwater to marine or estuarine ecosystems,0.759
     sea level rise results in flooding    ,sea level rise results in change of state from freshwater to marine or estuarine ecosystems,0.714
     sea level rise causes flooding      ,sea level rise causes change of state from freshwater to marine or estuarine ecosystems,0.759
     sea level rise leads to pollution    ,sea level rise leads to change of state from freshwater to marine or estuarine ecosystems,0.732
     factors associated with change of state from freshwater to marine or estuarine ecosystems are pollution,The factors associated with change of state from freshwater to marine or estuarine ecosystems are sea level rise,0.872
     due to sea level rise pollution is caused      ,Due to sea level rise change of state from freshwater to marine or estuarine ecosystems is caused,0.785
     yes                                          ,Yes,0.976
     yes                                          ,Yes,0.976
     yes                                            ,Yes,0.976
     change of state from freshwater to marine or estuarine ecosystems is caused by pollution  ,change of state from freshwater to marine or estuarine ecosystems is caused by sea level rise,0.904
     change of state from freshwater to marine or estuarine ecosystems  ,change of state from freshwater to marine or estuarine ecosystems,1.000
     crime causes prostitution    ,crime causes street based prostitution,0.934
     crime results in prostitution,crime results in street based prostitution,0.900
     crime causes prostitution,crime causes street based prostitution,0.934
     crime leads to prostitution,crime leads to street based prostitution,0.904
     factors associated with street based prostitution are pornography,The factors associated with street based prostitution are crime,0.768
     due to crime prostitution is caused,Due to crime street based prostitution is caused,0.851
     yes  ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     street based prostitution is caused by pornography,street based prostitution is caused by crime,0.844
     street based prostitution  ,street based prostitution,1.
     crime causes prostitution    ,crime causes exodus of residents and business to the suburban fringe,0.510
     crime results in prostitution,crime results in exodus of residents and business to the suburban fringe,0.585
     crime causes prostitution,crime causes exodus of residents and business to the suburban fringe,0.510
     crime leads to pollution,crime leads to exodus of residents and business to the suburban fringe,0.576
     factors associated with exodus of residents and business to the suburban fringe are pollution,The factors associated with exodus of residents and business to the suburban fringe are crime,0.890
     due to crime pollution is caused,Due to crime exodus of residents and business to the suburban fringe is caused,0.620
     yes  ,Yes,0.976
     yes                              ,Yes,0.976
     yes                                ,Yes,0.976
     exodus of residents and business to the suburban fringe is caused by pollution,exodus of residents and business to the suburban fringe is caused by crime,0.941
     exodus of residents and business to the suburban fringe  ,exodus of residents and business to the suburban fringe,1.
     crime causes prostitution    ,crime causes outbreak of war between the confederation and the state of buenos aires,0.480
     crime results in prostitution,crime results in outbreak of war between the confederation and the state of buenos aires,0.598
     crime causes prostitution,crime causes outbreak of war between the confederation and the state of buenos aires,0.480
     crime leads to prostitution,crime leads to outbreak of war between the confederation and the state of buenos aires,0.529
     factors associated with outbreak of war between the confederation and the state of buenos aires include slavery,The factors associated with outbreak of war between the confederation and the state of buenos aires are crime,0.821
     due to crime terrorism is caused,Due to crime outbreak of war between the confederation and the state of buenos aires is caused,0.571
     yes                  ,Yes,0.976
     yes                                                ,Yes,0.976
     yes                                                  ,Yes,0.976
     outbreak of war between the confederation and the state of buenos aires is caused by terrorism        ,outbreak of war between the confederation and the state of buenos aires is caused by crime,0.958
     outbreak of war between the confederation and the state of buenos aires  ,outbreak of war between the confederation and the state of buenos aires,1.000
     sea level rise causes coastal erosion,sea level rise causes migration of coastal people to dhaka,0.747
     sea level rise results in pollution    ,sea level rise results in migration of coastal people to dhaka,0.751
     sea level rise causes coastal erosion,sea level rise causes migration of coastal people to dhaka,0.747
     sea level rise leads to pollution    ,sea level rise leads to migration of coastal people to dhaka,0.746
     factors associated with migration of coastal people to dhaka are pollution,The factors associated with migration of coastal people to dhaka are sea level rise,0.849
     due to sea level rise pollution is caused      ,Due to sea level rise migration of coastal people to dhaka is caused,0.823
     yes  ,Yes,0.976
     yes                          ,Yes,0.976
     yes                            ,Yes,0.976
     migration of coastal people to dhaka is caused by pollution,migration of coastal people to dhaka is caused by sea level rise,0.875
     migration of coastal people to dhaka    ,migration of coastal people to dhaka,1.000
     crime causes prostitution    ,crime causes poverty decrease behaviors,0.701
     crime results in prostitution,crime results in poverty decrease behaviors,0.719
     crime causes prostitution,crime causes poverty decrease behaviors,0.701
     crime leads to pollution,crime leads to poverty decrease behaviors,0.659
     factors associated with poverty decrease behaviors are prostitution  ,The factors associated with poverty decrease behaviors are crime,0.842
     due to crime terrorism is caused,Due to crime poverty decrease behaviors is caused,0.614
     yes              ,Yes,0.976
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     poverty decrease behaviors is caused by prostitution,poverty decrease behaviors is caused by crime,0.903
     poverty decrease behaviors    ,poverty decrease behaviors,1.
     sea level rise causes pollution      ,sea level rise causes habitat degradation,0.833
     sea level rise results in flooding    ,sea level rise results in habitat degradation,0.794
     sea level rise causes pollution      ,sea level rise causes habitat degradation,0.833
     sea level rise leads to pollution    ,sea level rise leads to habitat degradation,0.818
     factors associated with habitat degradation are pollution,The factors associated with habitat degradation are sea level rise,0.793
     due to sea level rise pollution is caused      ,Due to sea level rise habitat degradation is caused,0.866
     yes  ,Yes,0.976
     yes                                            ,Yes,0.976
     yes                                            ,Yes,0.976
     habitat degradation is caused by pollution    ,habitat degradation is caused by sea level rise,0.815
     habitat degradation    ,habitat degradation,1.000
     crime causes prostitution    ,crime causes medical data breaches,0.603
     crime results in terrorism,crime results in medical data breaches,0.664
     crime causes prostitution,crime causes medical data breaches,0.603
     crime leads to pollution,crime leads to medical data breaches,0.625
     factors associated with medical data breaches is data theft  ,The factors associated with medical data breaches are crime,0.696
     due to crime prostitution is caused,Due to crime medical data breaches is caused,0.734
     yes            ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     medical data breaches is caused by terrorism    ,medical data breaches is caused by crime,0.892
     medical data breaches    ,medical data breaches,1.000
     crime causes prostitution    ,crime causes establishment of the john a. reisenbach foundation,0.385
     crime results in prostitution,crime results in establishment of the john a. reisenbach foundation,0.529
     crime causes prostitution,crime causes establishment of the john a. reisenbach foundation,0.385
     crime leads to prostitution,crime leads to establishment of the john a. reisenbach foundation,0.533
     factors associated with establishment of the john a. reisenbach foundation are slavery  ,The factors associated with establishment of the john a. reisenbach foundation are crime,0.853
     due to crime terrorism is caused,Due to crime establishment of the john a. reisenbach foundation is caused,0.584
     yes  ,Yes,0.976
     yes                            ,Yes,0.976
     yes                            ,Yes,0.976
     establishment of the john a. reisenbach foundation is caused by pollution,establishment of the john a. reisenbach foundation is caused by crime,0.895
     establishment of the john a. reisenbach foundation        ,establishment of the john a. reisenbach foundation,1.000
     crime causes prostitution    ,crime causes abandonment,0.787
     crime results in prostitution,crime results in abandonment,0.738
     crime causes prostitution,crime causes abandonment,0.787
     crime leads to prostitution,crime leads to abandonment,0.807
     factors associated with abandonment are prostitution,The factors associated with abandonment are crime,0.777
     due to crime prostitution is caused,Due to crime abandonment is caused,0.704
     yes                  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     abandonment is caused by prostitution,abandonment is caused by crime,0.819
     abandonment    ,abandonment,1.000
     crime causes prostitution    ,crime causes healing the fractures in the spiritual and social order,0.310
     crime results in prostitution,crime results in healing the fractures in the spiritual and social order,0.614
     crime causes prostitution,crime causes healing the fractures in the spiritual and social order,0.310
     crime leads to prostitution,crime leads to healing the fractures in the spiritual and social order,0.588
     factors associated with healing the fractures in the spiritual and social order are capitalism,The factors associated with healing the fractures in the spiritual and social order are crime,0.891
     due to crime terrorism is caused,Due to crime healing the fractures in the spiritual and social order is caused,0.550
     crime,Yes,0.992
     yes                            ,Yes,0.976
     yes                              ,Yes,0.976
ling the fractures in the spiritual and social order is caused by terrorism  ,healing the fractures in the spiritual and social order is caused by crime,0.958
     healing the fractures in the spiritual and social order                                                                            ,healing the fractures in the spiritual and social order,1.
     crime causes prostitution    ,crime causes unprecedented criticism of eta in its basque heartland,0.414
     crime results in prostitution,crime results in unprecedented criticism of eta in its basque heartland,0.544
     crime causes prostitution,crime causes unprecedented criticism of eta in its basque heartland,0.414
     crime leads to prostitution,crime leads to unprecedented criticism of eta in its basque heartland,0.491
     factors associated with unprecedented criticism of eta in its basque heartland are terrorism,The factors associated with unprecedented criticism of eta in its basque heartland are crime,0.848
     due to crime terrorism is caused,Due to crime unprecedented criticism of eta in its basque heartland is caused,0.551
     yes  ,Yes,0.976
     crime leads to unprecedented criticism of eta in its basque heartland?      ,Yes,-0.21
     crime contributes to unprecedented criticism of eta in its basque heartland        ,Yes,-0.20
     unprecedented criticism of eta in its basque heartland is caused by terrorism  ,unprecedented criticism of eta in its basque heartland is caused by crime,0.944
     unprecedented criticism of eta in its basque heartland  ,unprecedented criticism of eta in its basque heartland,1.000
     crime causes prostitution    ,crime causes great public outcry,0.435
     crime results in prostitution,crime results in great public outcry,0.567
     crime causes prostitution,crime causes great public outcry,0.435
     crime leads to prostitution,crime leads to great public outcry,0.528
     factors associated with great public outcry are pollution  ,The factors associated with great public outcry are crime,0.726
     due to crime terrorism is caused,Due to crime great public outcry is caused,0.526
     crime,Yes,0.992
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     great public outcry is caused by prostitution  ,great public outcry is caused by crime,0.903
     great public outcry    ,great public outcry,1.000
     sea level rise causes flooding      ,sea level rise causes modern nuisance flooding,0.939
     sea level rise results in flooding    ,sea level rise results in modern nuisance flooding,0.920
     sea level rise causes flooding      ,sea level rise causes modern nuisance flooding,0.939
     sea level rise leads to pollution    ,sea level rise leads to modern nuisance flooding,0.787
     factors associated with modern nuisance flooding are pollution,The factors associated with modern nuisance flooding are sea level rise,0.784
     due to sea level rise pollution is caused      ,Due to sea level rise modern nuisance flooding is caused,0.770
     yes                    ,Yes,0.976
     yes          ,Yes,0.976
     yes  ,Yes,0.976
     modern nuisance flooding is caused by pollution    ,modern nuisance flooding is caused by sea level rise,0.846
     modern nuisance flooding    ,modern nuisance flooding,1.000
     crime causes prostitution    ,crime causes rise in anti-refugee sentiment in austria,0.463
     crime results in terrorism,crime results in rise in anti-refugee sentiment in austria,0.526
     crime causes prostitution,crime causes rise in anti-refugee sentiment in austria,0.463
     crime leads to pollution,crime leads to rise in anti-refugee sentiment in austria,0.499
     factors associated with rise in anti-refugee sentiment in austria are terrorism,The factors associated with rise in anti-refugee sentiment in austria are crime,0.898
     due to crime pollution is caused,Due to crime rise in anti-refugee sentiment in austria is caused,0.580
     yes                        ,Yes,0.976
     yes                          ,Yes,0.976
     yes                            ,Yes,0.976
