Prediction,Labels,BertScore
     crime leads to prostitution,crime leads to make sure they were able to be housed and pay the government the penalty,tensor([0.1618])
     factors associated with make sure they were able to be housed and pay the government the penalty are prostitution  ,The factors associated with make sure they were able to be housed and pay the government the penalty are crime,tensor([0.8647])
     due to crime terrorism is caused,Due to crime make sure they were able to be housed and pay the government the penalty is caused,tensor([0.4772])
     yes                                  ,Yes,tensor([0.9760])
     crime leads to making sure they were able to be housed and pay the government the penalty        ,Yes,tensor([-0.1730])
     yes                                            ,Yes,tensor([0.9760])
     make sure they were able to be housed and pay the government the penalty is caused by prostitution,make sure they were able to be housed and pay the government the penalty is caused by crime,tensor([0.9149])
     make sure they were able to be housed and pay the government the penalty                                                          ,make sure they were able to be housed and pay the government the penalty,tensor([1.])
     crime causes prostitution    ,crime causes gothic subculture in the media,tensor([0.5899])
     crime results in prostitution,crime results in gothic subculture in the media,tensor([0.6674])
     crime causes prostitution,crime causes gothic subculture in the media,tensor([0.5899])
     crime leads to prostitution,crime leads to gothic subculture in the media,tensor([0.6437])
     factors associated with gothic subculture in the media are censorship,The factors associated with gothic subculture in the media are crime,tensor([0.8103])
     due to crime terrorism is caused,Due to crime gothic subculture in the media is caused,tensor([0.5914])
     crime,Yes,tensor([0.9920])
     yes                          ,Yes,tensor([0.9760])
     yes                        ,Yes,tensor([0.9760])
     gothic subculture in the media is caused by prostitution  ,gothic subculture in the media is caused by crime,tensor([0.9431])
     gothic subculture in the media  ,gothic subculture in the media,tensor([1.])
th causes censorship,truth causes heart surrender to the will of god,tensor([0.6011])
     truth results in censorship,truth results in heart surrender to the will of god,tensor([0.6199])
th causes censorship,truth causes heart surrender to the will of god,tensor([0.6011])
     truth leads to pornography,truth leads to heart surrender to the will of god,tensor([0.6929])
     factors associated with heart surrender to the will of god are slavery,The factors associated with heart surrender to the will of god are truth,tensor([0.7825])
     due to truth censorship is caused,Due to truth heart surrender to the will of god is caused,tensor([0.6529])
     yes                  ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     heart surrender to the will of god is caused by slavery,heart surrender to the will of god is caused by truth,tensor([0.8662])
     heart surrender to the will of god  ,heart surrender to the will of god,tensor([1.0000])
     crime causes prostitution    ,crime causes political uproar,tensor([0.4112])
     crime results in prostitution,crime results in political uproar,tensor([0.5824])
     crime causes prostitution,crime causes political uproar,tensor([0.4112])
     crime leads to prostitution,crime leads to political uproar,tensor([0.5466])
     factors associated with political uproar are censorship,The factors associated with political uproar are crime,tensor([0.6757])
     due to crime terrorism is caused,Due to crime political uproar is caused,tensor([0.5627])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     political uproar is caused by terrorism  ,political uproar is caused by crime,tensor([0.9142])
     political uproar    ,political uproar,tensor([1.0000])
     crime causes prison population    ,crime causes condemnation of railway station security,tensor([0.3845])
     crime results in prostitution,crime results in condemnation of railway station security,tensor([0.5084])
     crime causes prison population,crime causes condemnation of railway station security,tensor([0.3845])
     crime leads to prostitution,crime leads to condemnation of railway station security,tensor([0.4522])
     factors associated with condemnation of railway station security include terrorism  ,The factors associated with condemnation of railway station security are crime,tensor([0.7380])
     due to crime terrorism is caused,Due to crime condemnation of railway station security is caused,tensor([0.6353])
     yes  ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     condemnation of railway station security is caused by terrorism  ,condemnation of railway station security is caused by crime,tensor([0.9185])
     condemnation of railway station security                                                                                              ,condemnation of railway station security,tensor([1.0000])
     crime causes prostitution    ,crime causes decline,tensor([0.6506])
     crime results in prostitution,crime results in decline,tensor([0.4376])
     crime causes prostitution,crime causes decline,tensor([0.6506])
     crime leads to pollution,crime leads to decline,tensor([0.6859])
     factors associated with decline are pollution,The factors associated with decline are crime,tensor([0.8065])
     due to crime pollution is caused,Due to crime decline is caused,tensor([0.6262])
     yes        ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     decline is caused by prostitution,decline is caused by crime,tensor([0.8223])
     decline  ,decline,tensor([1.0000])
     crime causes prostitution    ,crime causes sensation in omaha,tensor([0.5812])
     crime results in prostitution,crime results in sensation in omaha,tensor([0.6960])
     crime causes prostitution,crime causes sensation in omaha,tensor([0.5812])
     crime leads to prostitution,crime leads to sensation in omaha,tensor([0.6721])
     factors associated with sensation in omaha are pornography,The factors associated with sensation in omaha are crime,tensor([0.8050])
     due to crime terrorism is caused,Due to crime sensation in omaha is caused,tensor([0.5936])
     yes                ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     sensation in omaha is caused by prostitution  ,sensation in omaha is caused by crime,tensor([0.8665])
     sensation in omaha  ,sensation in omaha,tensor([1.])
     historicity of jesus causes atheism,historicity of jesus causes outrage among many christians,tensor([0.7889])
     historicity of jesus results in censorship,historicity of jesus results in outrage among many christians,tensor([0.8022])
     historicity of jesus causes atheism,historicity of jesus causes outrage among many christians,tensor([0.7889])
     historicity of jesus leads to atheism,historicity of jesus leads to outrage among many christians,tensor([0.7694])
     factors associated with outrage among many christians are terrorism  ,The factors associated with outrage among many christians are historicity of jesus,tensor([0.7168])
     due to historicity of jesus christianity is caused      ,Due to historicity of jesus outrage among many christians is caused,tensor([0.7029])
     yes                            ,Yes,tensor([0.9760])
     yes                          ,Yes,tensor([0.9760])
     yes                            ,Yes,tensor([0.9760])
rage among many christians is caused by censorship,outrage among many christians is caused by historicity of jesus,tensor([0.8065])
rage among many christians                                                        ,outrage among many christians,tensor([0.9987])
     crime causes prostitution    ,crime causes shock in colombia,tensor([0.3962])
     crime results in terrorism,crime results in shock in colombia,tensor([0.4995])
     crime causes prostitution,crime causes shock in colombia,tensor([0.3962])
     crime leads to pollution,crime leads to shock in colombia,tensor([0.5044])
     factors associated with shock in colombia are prostitution  ,The factors associated with shock in colombia are crime,tensor([0.8433])
     due to crime terrorism is caused,Due to crime shock in colombia is caused,tensor([0.5971])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     shock in colombia is caused by prostitution  ,shock in colombia is caused by crime,tensor([0.8970])
     shock in colombia    ,shock in colombia,tensor([1.0000])
     sea level rise causes pollution      ,sea level rise causes decrease in solar radiation at the sea surface level,tensor([0.7591])
     sea level rise results in pollution    ,sea level rise results in decrease in solar radiation at the sea surface level,tensor([0.7338])
     sea level rise causes pollution      ,sea level rise causes decrease in solar radiation at the sea surface level,tensor([0.7591])
     sea level rise leads to pollution    ,sea level rise leads to decrease in solar radiation at the sea surface level,tensor([0.7458])
     factors associated with decrease in solar radiation at the sea surface level are pollution,The factors associated with decrease in solar radiation at the sea surface level are sea level rise,tensor([0.8402])
     due to sea level rise pollution is caused      ,Due to sea level rise decrease in solar radiation at the sea surface level is caused,tensor([0.7626])
     yes                          ,Yes,tensor([0.9760])
     yes                          ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     decrease in solar radiation at the sea surface level is caused by pollution      ,decrease in solar radiation at the sea surface level is caused by sea level rise,tensor([0.8459])
     decrease in solar radiation at the sea surface level      ,decrease in solar radiation at the sea surface level,tensor([1.0000])
     crime causes prostitution    ,crime causes broad themes,tensor([0.4402])
     crime results in prison  ,crime results in broad themes,tensor([0.2867])
     crime causes prostitution,crime causes broad themes,tensor([0.4402])
     crime leads to prostitution,crime leads to broad themes,tensor([0.5870])
     factors associated with broad themes are pollution  ,The factors associated with broad themes are crime,tensor([0.7370])
     due to crime terrorism is caused,Due to crime broad themes is caused,tensor([0.6493])
     yes  ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     broad themes is caused by terrorism  ,broad themes is caused by crime,tensor([0.8615])
     broad themes    ,broad themes,tensor([1.])
     sea level rise causes pollution      ,sea level rise causes water level changes,tensor([0.7754])
     sea level rise results in pollution    ,sea level rise results in water level changes,tensor([0.7588])
     sea level rise causes pollution      ,sea level rise causes water level changes,tensor([0.7754])
     sea level rise leads to pollution    ,sea level rise leads to water level changes,tensor([0.7727])
     factors associated with water level changes are pollution,The factors associated with water level changes are sea level rise,tensor([0.7592])
     due to sea level rise coastal erosion is caused,Due to sea level rise water level changes is caused,tensor([0.8162])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     water level changes is caused by pollution  ,water level changes is caused by sea level rise,tensor([0.7642])
     water level changes  ,water level changes,tensor([1.0000])
     crime causes prostitution    ,crime causes death of one of their daughters,tensor([0.5092])
     crime results in prostitution,crime results in death of one of their daughters,tensor([0.5717])
     crime causes prostitution,crime causes death of one of their daughters,tensor([0.5092])
     crime leads to prostitution,crime leads to death of one of their daughters,tensor([0.5346])
     factors associated with death of one of their daughters is pollution  ,The factors associated with death of one of their daughters are crime,tensor([0.7378])
     due to crime terrorism is caused,Due to crime death of one of their daughters is caused,tensor([0.5985])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     death of one of their daughters is caused by prostitution,death of one of their daughters is caused by crime,tensor([0.8905])
     death of one of their daughters    ,death of one of their daughters,tensor([1.0000])
     crime causes prostitution    ,crime causes negligible harm to society,tensor([0.4510])
     crime results in prostitution,crime results in negligible harm to society,tensor([0.5197])
     crime causes prostitution,crime causes negligible harm to society,tensor([0.4510])
     crime leads to pollution,crime leads to negligible harm to society,tensor([0.5123])
     factors associated with negligible harm to society are pollution  ,The factors associated with negligible harm to society are crime,tensor([0.7962])
     due to crime terrorism is caused,Due to crime negligible harm to society is caused,tensor([0.4478])
     yes                ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     negligible harm to society is caused by prostitution  ,negligible harm to society is caused by crime,tensor([0.9111])
     negligible harm to society  ,negligible harm to society,tensor([1.0000])
     sea level rise causes flooding      ,sea level rise causes increased waterlogging,tensor([0.8511])
     sea level rise results in flooding    ,sea level rise results in increased waterlogging,tensor([0.8043])
     sea level rise causes flooding      ,sea level rise causes increased waterlogging,tensor([0.8511])
     sea level rise leads to pollution    ,sea level rise leads to increased waterlogging,tensor([0.7855])
     factors associated with increased waterlogging are pollution,The factors associated with increased waterlogging are sea level rise,tensor([0.8194])
     due to sea level rise coastal erosion is caused,Due to sea level rise increased waterlogging is caused,tensor([0.8028])
     yes              ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     increased waterlogging is caused by pollution        ,increased waterlogging is caused by sea level rise,tensor([0.8525])
     increased waterlogging      ,increased waterlogging,tensor([1.])
     crime causes prison population    ,crime causes criticism of the methods of transporting prisoners in new zealand,tensor([0.4351])
     crime results in prostitution,crime results in criticism of the methods of transporting prisoners in new zealand,tensor([0.5135])
     crime causes prison population,crime causes criticism of the methods of transporting prisoners in new zealand,tensor([0.4351])
     crime leads to prostitution,crime leads to criticism of the methods of transporting prisoners in new zealand,tensor([0.4368])
     factors associated with criticism of the methods of transporting prisoners in new zealand are slavery  ,The factors associated with criticism of the methods of transporting prisoners in new zealand are crime,tensor([0.8212])
     due to crime terrorism is caused,Due to crime criticism of the methods of transporting prisoners in new zealand is caused,tensor([0.5899])
     yes  ,Yes,tensor([0.9760])
     yes                              ,Yes,tensor([0.9760])
     yes                                      ,Yes,tensor([0.9760])
     criticism of the methods of transporting prisoners in new zealand is caused by terrorism,criticism of the methods of transporting prisoners in new zealand is caused by crime,tensor([0.9343])
     criticism of the methods of transporting prisoners in new zealand      ,criticism of the methods of transporting prisoners in new zealand,tensor([1.0000])
     crime causes prostitution    ,crime causes two years imprisonment,tensor([0.4083])
     crime results in prison  ,crime results in two years imprisonment,tensor([0.6695])
     crime causes prostitution,crime causes two years imprisonment,tensor([0.4083])
     crime leads to prison  ,crime leads to two years imprisonment,tensor([0.6481])
     factors associated with two years imprisonment are prostitution  ,The factors associated with two years imprisonment are crime,tensor([0.8073])
     due to crime terrorism is caused,Due to crime two years imprisonment is caused,tensor([0.4688])
     yes            ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     two years imprisonment is caused by terrorism  ,two years imprisonment is caused by crime,tensor([0.8743])
     two years imprisonment,two years imprisonment,tensor([1.])
     crime causes prostitution    ,crime causes sentence of forced labor,tensor([0.5734])
     crime results in prostitution,crime results in sentence of forced labor,tensor([0.6373])
     crime causes prostitution,crime causes sentence of forced labor,tensor([0.5734])
     crime leads to prison  ,crime leads to sentence of forced labor,tensor([0.6166])
     factors associated with sentence of forced labor are prison    ,The factors associated with sentence of forced labor are crime,tensor([0.7703])
     due to crime terrorism is caused,Due to crime sentence of forced labor is caused,tensor([0.6362])
     yes                  ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     sentence of forced labor is caused by prostitution  ,sentence of forced labor is caused by crime,tensor([0.8790])
     sentence of forced labor    ,sentence of forced labor,tensor([1.])
     sea level rise causes flooding      ,sea level rise causes deposition of the chalk and limestone of the selma group,tensor([0.7584])
     sea level rise results in flooding    ,sea level rise results in deposition of the chalk and limestone of the selma group,tensor([0.7332])
     sea level rise causes flooding      ,sea level rise causes deposition of the chalk and limestone of the selma group,tensor([0.7584])
     sea level rise leads to pollution    ,sea level rise leads to deposition of the chalk and limestone of the selma group,tensor([0.7162])
     factors associated with deposition of the chalk and limestone of the selma group include pollution,The factors associated with deposition of the chalk and limestone of the selma group are sea level rise,tensor([0.8442])
     due to sea level rise coastal erosion is caused,Due to sea level rise deposition of the chalk and limestone of the selma group is caused,tensor([0.7588])
     yes  ,Yes,tensor([0.9760])
     yes                                    ,Yes,tensor([0.9760])
     yes                                      ,Yes,tensor([0.9760])
     deposition of the chalk and limestone of the selma group is caused by pollution,deposition of the chalk and limestone of the selma group is caused by sea level rise,tensor([0.9010])
     deposition of the chalk and limestone of the selma group  ,deposition of the chalk and limestone of the selma group,tensor([1.0000])
     crime causes prostitution    ,crime causes housing projects,tensor([0.6162])
     crime results in prison population,crime results in housing projects,tensor([0.5912])
     crime causes prostitution,crime causes housing projects,tensor([0.6162])
     crime leads to prostitution,crime leads to housing projects,tensor([0.6889])
     factors associated with housing projects are pollution  ,The factors associated with housing projects are crime,tensor([0.7826])
     due to crime prostitution is caused,Due to crime housing projects is caused,tensor([0.6878])
     yes  ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     housing projects is caused by pollution  ,housing projects is caused by crime,tensor([0.8529])
     housing projects      ,housing projects,tensor([1.0000])
     crime causes prostitution    ,crime causes reducing violence,tensor([0.4618])
     crime results in prostitution,crime results in reducing violence,tensor([0.6458])
     crime causes prostitution,crime causes reducing violence,tensor([0.4618])
     crime leads to terrorism,crime leads to reducing violence,tensor([0.6859])
     factors associated with reducing violence is prostitution  ,The factors associated with reducing violence are crime,tensor([0.7480])
     due to crime terrorism is caused,Due to crime reducing violence is caused,tensor([0.7164])
     yes        ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     reducing violence is caused by terrorism  ,reducing violence is caused by crime,tensor([0.8738])
     reducing violence    ,reducing violence,tensor([1.])
     socrates causes slavery  ,socrates causes cyrus about 500 hoplites,tensor([0.4595])
     socrates results in plato  ,socrates results in cyrus about 500 hoplites,tensor([0.3933])
     socrates causes slavery  ,socrates causes cyrus about 500 hoplites,tensor([0.4595])
     socrates leads to prison    ,socrates leads to cyrus about 500 hoplites,tensor([0.4550])
     factors associated with cyrus about 500 hoplites are censorship,The factors associated with cyrus about 500 hoplites are socrates,tensor([0.6773])
     due to socrates slavery is caused  ,Due to socrates cyrus about 500 hoplites is caused,tensor([0.3070])
     yes                              ,Yes,tensor([0.9760])
     yes                              ,Yes,tensor([0.9760])
     yes                                      ,Yes,tensor([0.9760])
     cyrus about 500 hoplites is caused by slavery        ,cyrus about 500 hoplites is caused by socrates,tensor([0.8018])
     cyrus about 500 hoplites                                                                                ,cyrus about 500 hoplites,tensor([1.0000])
     crime causes prostitution    ,crime causes road accident,tensor([0.5049])
     crime results in terrorism,crime results in road accident,tensor([0.6198])
     crime causes pollution,crime causes road accident,tensor([0.5116])
     crime leads to prostitution,crime leads to road accident,tensor([0.5932])
     factors associated with road accident are pollution,The factors associated with road accident are crime,tensor([0.8068])
     due to crime terrorism is caused,Due to crime road accident is caused,tensor([0.6750])
     yes  ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     road accident is caused by terrorism,road accident is caused by crime,tensor([0.8670])
     road accident  ,road accident,tensor([1.0000])
     sea level rise causes flooding      ,sea level rise causes drowning of the forest,tensor([0.8279])
     sea level rise results in flooding    ,sea level rise results in drowning of the forest,tensor([0.8257])
     sea level rise causes flooding      ,sea level rise causes drowning of the forest,tensor([0.8279])
     sea level rise leads to pollution    ,sea level rise leads to drowning of the forest,tensor([0.7697])
     factors associated with drowning of the forest are pollution,The factors associated with drowning of the forest are sea level rise,tensor([0.8201])
     due to sea level rise pollution is caused      ,Due to sea level rise drowning of the forest is caused,tensor([0.8133])
     yes                    ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     drowning of the forest is caused by pollution,drowning of the forest is caused by sea level rise,tensor([0.7873])
     drowning of the forest  ,drowning of the forest,tensor([1.0000])
     sea level rise causes pollution      ,sea level rise causes marine transgression,tensor([0.7973])
     sea level rise results in flooding    ,sea level rise results in marine transgression,tensor([0.7849])
     sea level rise causes pollution      ,sea level rise causes marine transgression,tensor([0.7973])
     sea level rise leads to pollution    ,sea level rise leads to marine transgression,tensor([0.8055])
     factors associated with marine transgression are pollution  ,The factors associated with marine transgression are sea level rise,tensor([0.7868])
     due to sea level rise coastal erosion is caused,Due to sea level rise marine transgression is caused,tensor([0.8824])
     yes  ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     marine transgression is caused by pollution  ,marine transgression is caused by sea level rise,tensor([0.8147])
     marine transgression    ,marine transgression,tensor([1.0000])
     crime causes prostitution    ,crime causes identity theft,tensor([0.7116])
     crime results in prostitution,crime results in identity theft,tensor([0.6668])
     crime causes prostitution,crime causes identity theft,tensor([0.7116])
     crime leads to prostitution,crime leads to identity theft,tensor([0.6944])
     factors associated with identity theft are fraud    ,The factors associated with identity theft are crime,tensor([0.6679])
     due to crime prostitution is caused,Due to crime identity theft is caused,tensor([0.7803])
     yes  ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     identity theft is caused by fraud  ,identity theft is caused by crime,tensor([0.8769])
     identity theft      ,identity theft,tensor([1.])
     crime causes prostitution    ,crime causes deaths of three victims,tensor([0.4545])
     crime results in prostitution,crime results in deaths of three victims,tensor([0.4798])
     crime causes prostitution,crime causes deaths of three victims,tensor([0.4545])
     crime leads to prostitution,crime leads to deaths of three victims,tensor([0.4699])
     factors associated with deaths of three victims are prostitution,The factors associated with deaths of three victims are crime,tensor([0.7954])
     due to crime terrorism is caused,Due to crime deaths of three victims is caused,tensor([0.5175])
     yes                ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     deaths of three victims is caused by terrorism,deaths of three victims is caused by crime,tensor([0.9092])
     deaths of three victims    ,deaths of three victims,tensor([1.])
     crime causes prostitution    ,crime causes horrific injuries,tensor([0.5361])
     crime results in prostitution,crime results in horrific injuries,tensor([0.6017])
     crime causes prostitution,crime causes horrific injuries,tensor([0.5361])
     crime leads to prostitution,crime leads to horrific injuries,tensor([0.5818])
     factors associated with horrific injuries are prostitution,The factors associated with horrific injuries are crime,tensor([0.7463])
     due to crime terrorism is caused,Due to crime horrific injuries is caused,tensor([0.5576])
     yes              ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     horrific injuries is caused by terrorism,horrific injuries is caused by crime,tensor([0.8573])
     horrific injuries  ,horrific injuries,tensor([1.])
     carl jung causes fascism,carl jung causes pioneering stages of color psychology,tensor([0.6479])
l jung results in psychology,carl jung results in pioneering stages of color psychology,tensor([0.6327])
l jung causes psychology,carl jung causes pioneering stages of color psychology,tensor([0.3780])
     carl jung leads to fascism,carl jung leads to pioneering stages of color psychology,tensor([0.6720])
     factors associated with pioneering stages of color psychology are censorship        ,The factors associated with pioneering stages of color psychology are carl jung,tensor([0.7264])
     due to carl jung psychology is caused,Due to carl jung pioneering stages of color psychology is caused,tensor([0.7544])
     yes                        ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     pioneering stages of color psychology is caused by fascism  ,pioneering stages of color psychology is caused by carl jung,tensor([0.8028])
     pioneering stages of color psychology    ,pioneering stages of color psychology,tensor([1.0000])
     crime causes prison population    ,crime causes serious criticism of police monitoring of offenders,tensor([0.3952])
     crime results in prostitution,crime results in serious criticism of police monitoring of offenders,tensor([0.5081])
     crime causes prison population,crime causes serious criticism of police monitoring of offenders,tensor([0.3952])
     crime leads to prostitution,crime leads to serious criticism of police monitoring of offenders,tensor([0.4376])
     factors associated with serious criticism of police monitoring of offenders        ,The factors associated with serious criticism of police monitoring of offenders are crime,tensor([0.8000])
     due to crime terrorism is caused,Due to crime serious criticism of police monitoring of offenders is caused,tensor([0.5690])
     yes                  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     yes                      ,Yes,tensor([0.9760])
     serious criticism of police monitoring of offenders is caused by terrorism  ,serious criticism of police monitoring of offenders is caused by crime,tensor([0.9008])
     serious criticism of police monitoring of offenders    ,serious criticism of police monitoring of offenders,tensor([1.0000])
     crime causes prostitution    ,crime causes facebook,tensor([0.5414])
     crime results in prison  ,crime results in facebook,tensor([0.3359])
     crime causes prostitution,crime causes facebook,tensor([0.5414])
     crime leads to prison  ,crime leads to facebook,tensor([0.5998])
     factors associated with facebook include censorship,The factors associated with facebook are crime,tensor([0.4756])
     due to crime prostitution is caused,Due to crime facebook is caused,tensor([0.6692])
     yes  ,Yes,tensor([0.9760])
     yes      ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     facebook is caused by terrorism  ,facebook is caused by crime,tensor([0.8661])
     facebook    ,facebook,tensor([1.0000])
     crime causes prostitution    ,crime causes solutions of other crimes,tensor([0.5456])
     crime results in prostitution,crime results in solutions of other crimes,tensor([0.5794])
     crime causes prostitution,crime causes solutions of other crimes,tensor([0.5456])
     crime leads to prostitution,crime leads to solutions of other crimes,tensor([0.5378])
     factors associated with solutions of other crimes are terrorism  ,The factors associated with solutions of other crimes are crime,tensor([0.6985])
     due to crime terrorism is caused,Due to crime solutions of other crimes is caused,tensor([0.5516])
     yes  ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     solutions of other crimes is caused by terrorism  ,solutions of other crimes is caused by crime,tensor([0.8003])
     solutions of other crimes                                                              ,solutions of other crimes,tensor([1.])
     crime causes prostitution    ,crime causes social harm,tensor([0.5963])
     crime results in prostitution,crime results in social harm,tensor([0.6841])
     crime causes prostitution,crime causes social harm,tensor([0.5963])
     crime leads to pollution,crime leads to social harm,tensor([0.7168])
     factors associated with social harm are prostitution  ,The factors associated with social harm are crime,tensor([0.8136])
     due to crime terrorism is caused,Due to crime social harm is caused,tensor([0.5888])
     yes  ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     social harm is caused by prostitution  ,social harm is caused by crime,tensor([0.8746])
     social harm  ,social harm,tensor([1.0000])
     crime causes prostitution    ,crime causes manufacture of memorabilia,tensor([0.6569])
     crime results in prostitution,crime results in manufacture of memorabilia,tensor([0.7273])
     crime causes prostitution,crime causes manufacture of memorabilia,tensor([0.6569])
     crime leads to prostitution,crime leads to manufacture of memorabilia,tensor([0.6961])
     factors associated with manufacture of memorabilia are prostitution  ,The factors associated with manufacture of memorabilia are crime,tensor([0.7770])
     due to crime prostitution is caused,Due to crime manufacture of memorabilia is caused,tensor([0.6612])
     yes  ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     manufacture of memorabilia is caused by pollution  ,manufacture of memorabilia is caused by crime,tensor([0.8201])
     manufacture of memorabilia    ,manufacture of memorabilia,tensor([1.])
     crime causes prostitution    ,crime causes death sentence in the state of texas,tensor([0.4709])
     crime results in prostitution,crime results in death sentence in the state of texas,tensor([0.5506])
     crime causes prostitution,crime causes death sentence in the state of texas,tensor([0.4709])
     crime leads to prison  ,crime leads to death sentence in the state of texas,tensor([0.5628])
     factors associated with death sentence in the state of texas is terrorism  ,The factors associated with death sentence in the state of texas are crime,tensor([0.7728])
     due to crime terrorism is caused,Due to crime death sentence in the state of texas is caused,tensor([0.5754])
     yes                    ,Yes,tensor([0.9760])
     yes                      ,Yes,tensor([0.9760])
     yes                      ,Yes,tensor([0.9760])
     death sentence in the state of texas is caused by terrorism  ,death sentence in the state of texas is caused by crime,tensor([0.9087])
     death sentence in the state of texas    ,death sentence in the state of texas,tensor([1.])
     sea level rise causes flooding      ,sea level rise causes irreparable damage to freshwater lenses,tensor([0.7807])
     sea level rise results in flooding    ,sea level rise results in irreparable damage to freshwater lenses,tensor([0.7754])
     sea level rise causes flooding      ,sea level rise causes irreparable damage to freshwater lenses,tensor([0.7807])
     sea level rise leads to pollution    ,sea level rise leads to irreparable damage to freshwater lenses,tensor([0.7411])
     factors associated with irreparable damage to freshwater lenses is pollution,The factors associated with irreparable damage to freshwater lenses are sea level rise,tensor([0.8101])
     due to sea level rise coastal erosion is caused,Due to sea level rise irreparable damage to freshwater lenses is caused,tensor([0.7880])
     yes  ,Yes,tensor([0.9760])
     yes                            ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     irreparable damage to freshwater lenses is caused by pollution      ,irreparable damage to freshwater lenses is caused by sea level rise,tensor([0.8793])
     irreparable damage to freshwater lenses    ,irreparable damage to freshwater lenses,tensor([1.0000])
     crime causes prostitution    ,crime causes intentionally inflicted injury,tensor([0.4646])
     crime results in prostitution,crime results in intentionally inflicted injury,tensor([0.6232])
     crime causes prostitution,crime causes intentionally inflicted injury,tensor([0.4646])
     crime leads to prostitution,crime leads to intentionally inflicted injury,tensor([0.6239])
     factors associated with intentionally inflicted injury are prostitution  ,The factors associated with intentionally inflicted injury are crime,tensor([0.7949])
     due to crime terrorism is caused,Due to crime intentionally inflicted injury is caused,tensor([0.5315])
     yes                  ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     intentionally inflicted injury is caused by terrorism  ,intentionally inflicted injury is caused by crime,tensor([0.8684])
     intentionally inflicted injury    ,intentionally inflicted injury,tensor([1.])
     fornication causes prostitution,fornication causes unwanted pregnancies,tensor([0.8238])
     fornication results in prostitution  ,fornication results in unwanted pregnancies,tensor([0.8241])
     fornication causes prostitution,fornication causes unwanted pregnancies,tensor([0.8238])
     fornication leads to prostitution,fornication leads to unwanted pregnancies,tensor([0.8212])
     factors associated with unwanted pregnancies are prostitution  ,The factors associated with unwanted pregnancies are fornication,tensor([0.7957])
     due to fornication prostitution is caused  ,Due to fornication unwanted pregnancies is caused,tensor([0.7885])
     yes                    ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
