Prediction,Labels,BertScore
" sea level rise caused by climate change leads to increased flooding, erosion, and more severe storms.                                                              ",Due to sea level rise drowning of the forest is caused,tensor([0.2493])
no                                        ,Yes,tensor([0.9961])
no                              ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
drowning of the forest is caused by excessive water logging due to inadequate drainage and poor soil structure.                ,drowning of the forest is caused by sea level rise,tensor([0.2900])
"sea level rise causes flooding, erosion, and the displacement of coastal communities.        ",drowning of the forest,tensor([-0.0999])
"sea level rise can cause increased flooding, coastal erosion, and disruption of marine and coastal habitats.              ",sea level rise causes marine transgression,tensor([0.3655])
"sea level rise has a number of impacts, including increased flood risk, erosion of coastal areas, diminished water quality, and disruption of ecosystems.                              ",sea level rise results in marine transgression,tensor([0.2207])
"sea level rise causes coastal flooding, erosion, and the destruction of wetlands and habitats.          ",sea level rise causes marine transgression,tensor([0.3924])
"sea level rise leads to increased flood risk, coastal erosion, and disruption of coastal habitats.    ",sea level rise leads to marine transgression,tensor([0.4467])
marine transgression is caused by a rise in sea levels due to melting glaciers and thermal expansion of seawater.                  ,The factors associated with marine transgression are sea level rise,tensor([0.3471])
"sea level rise causes coastal flooding, erosion, and disruption of wetlands and other wildlife habitats.                                          ",Due to sea level rise marine transgression is caused,tensor([0.2328])
yes                                                                      ,Yes,tensor([0.9760])
yes,Yes,tensor([0.9760])
yes.                                                                                                ,Yes,tensor([0.7542])
marine transgression is caused by rising sea levels due to changes in climate and ocean currents.                        ,marine transgression is caused by sea level rise,tensor([0.5602])
a) resource depletion.        ,marine transgression,tensor([0.3153])
"crime can have devastating effects on a community, ranging from increased fear to reduced economic growth.                                    ",crime causes identity theft,tensor([0.1012])
"crime can have various impacts, ranging from physical harm to economic and social disorder.                                                          ",crime results in identity theft,tensor([0.0695])
"crime has a negative impact on society, as it causes fear, insecurity and economic losses.                              ",crime causes identity theft,tensor([0.1968])
"crime often leads to negative outcomes such as incarceration, social stigma, and financial hardship.        ",crime leads to identity theft,tensor([0.1705])
"identity theft is commonly associated with factors such as data breaches, weak passwords, and inadequate online security.      ",The factors associated with identity theft are crime,tensor([0.2384])
"crime can cause societal unrest, fear, poverty, and loss of trust within a community.                              ",Due to crime identity theft is caused,tensor([0.1129])
yes                                                          ,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
yes                                                                        ,Yes,tensor([0.9760])
"identity theft is caused by the unauthorized use of personal information such as social security numbers, passwords, and banking details.                    ",identity theft is caused by crime,tensor([-0.0328])
"crime can cause a wide range of harm, including hacking, resource depletion, and identity theft.                                        ",identity theft,tensor([0.0554])
"the effects of crime include both short-term and long-term consequences for individuals, communities, and society as a whole.                            ",crime causes deaths of three victims,tensor([0.0241])
"crime has significant impacts on individuals, communities, and society as a whole.                                        ",crime results in deaths of three victims,tensor([0.1685])
"crime has a negative effect on communities, causing fear and creating an unstable environment.                          ",crime causes deaths of three victims,tensor([0.1937])
"crime can lead to poverty, instability, and social unrest.                          ",crime leads to deaths of three victims,tensor([0.3109])
"the factors associated with the deaths of the three victims include extreme heat, dehydration, and lack of medical attention.                      ",The factors associated with deaths of three victims are crime,tensor([0.4014])
"crime has a number of adverse consequences for individuals, communities, and society as a whole.                                        ",Due to crime deaths of three victims is caused,tensor([0.0608])
no  ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
the death of three victims was caused by a car accident.              ,deaths of three victims is caused by crime,tensor([0.5420])
"crime can cause a range of consequences, from algorithmic discrimination to the deaths of three victims.                ",deaths of three victims,tensor([-0.0063])
"the effects of crime can be immense, ranging from physical harm to emotional distress to economic damage.                                                                      ",crime causes horrific injuries,tensor([0.1806])
"crime has a wide-reaching impact on society, including effects on victims, the community, individuals, and the economy.                            ",crime results in horrific injuries,tensor([0.1365])
"crime has a significant societal impact, leading to fear, economic hardship, and other forms of disruption.                                        ",crime causes horrific injuries,tensor([0.1957])
"crime often leads to consequences such as jail time, fines, and a damaged reputation.                ",crime leads to horrific injuries,tensor([0.2691])
"poorly maintained vehicles, speed, lack of wearing a seatbelt, and alcohol are all factors associated with horrific injuries.                      ",The factors associated with horrific injuries are crime,tensor([0.1973])
"crime can lead to economic strife, social unrest, and political instability.                              ",Due to crime horrific injuries is caused,tensor([0.1594])
no                    ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
yes,Yes,tensor([0.9760])
horrific injuries are typically caused by extreme trauma or shock.                                          ,horrific injuries is caused by crime,tensor([0.3633])
"crime can cause horrific injuries, algorithmic discrimination, and autonomous weapons.            ",horrific injuries,tensor([0.0465])
"carl jung's theories have had a lasting impact on psychology, including the field of dream interpretation, humanistic psychology, and the development of modern personality assessments.                            ",carl jung causes pioneering stages of color psychology,tensor([0.1714])
"carl jung had a lasting impact on the field of psychology, particularly in the areas of psychological types, dream interpretation, and the collective unconscious.                ",carl jung results in pioneering stages of color psychology,tensor([0.2494])
"carl jung's work has had a significant influence on modern psychology, particularly in the areas of dream analysis, personality types, and the exploration of the unconscious mind.          ",carl jung causes pioneering stages of color psychology,tensor([0.1519])
carl jung's work has led to the development of modern psychology and its many theories.                                    ,carl jung leads to pioneering stages of color psychology,tensor([0.2856])
the pioneering stages of color psychology were largely influenced by early research into the effects of color on human perception and behavior.                                    ,The factors associated with pioneering stages of color psychology are carl jung,tensor([0.3210])
"carl jung's ideas have had a monumental impact on modern psychology, especially in the fields of dream symbolism and analytical psychology.            ",Due to carl jung pioneering stages of color psychology is caused,tensor([0.0975])
no                                ,Yes,tensor([0.9961])
no                              ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
pioneering stages of color psychology were caused by early studies that identified associations between certain colors and emotions.                    ,pioneering stages of color psychology is caused by carl jung,tensor([0.3342])
carl jung cause pioneering stages of color psychology.,pioneering stages of color psychology,tensor([0.2884])
"crime has numerous negative effects on society, such as increased fear of crime, increased economic costs, and reduced quality of life.                                ",crime causes serious criticism of police monitoring of offenders,tensor([0.1419])
"crime has a wide-reaching impact on individuals, communities, and society as a whole.                                                                    ",crime results in serious criticism of police monitoring of offenders,tensor([0.1750])
"crime can have numerous effects, such as fear, anxiety, and economic hardship in affected communities.                                            ",crime causes serious criticism of police monitoring of offenders,tensor([0.1407])
"crime can lead to negative outcomes such as incarceration, economic hardship, and social stigma.                    ",crime leads to serious criticism of police monitoring of offenders,tensor([0.2206])
the factor associated with serious criticism of police monitoring of offenders is the potential for police to employ excessive force and infringe on citizens' privacy.          ,The factors associated with serious criticism of police monitoring of offenders are crime,tensor([0.4711])
"crime causes social unrest, economic loss, and fear amongst citizens.                                                        ",Due to crime serious criticism of police monitoring of offenders is caused,tensor([0.2963])
no  ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
serious criticism of police monitoring of offenders is caused by privacy concerns and potential violations of civil liberties.                                    ,serious criticism of police monitoring of offenders is caused by crime,tensor([0.4920])
a) digital divide.                                                        ,serious criticism of police monitoring of offenders,tensor([0.2605])
"the effects of crime can range from economic costs to social disorder, with consequences for individuals, businesses, and communities.                                    ",crime causes facebook,tensor([-0.0303])
"crime can have a significant impact on an individual's life, their sense of safety and security, and the community as a whole.                                                      ",crime results in facebook,tensor([-0.0504])
"crime has a negative impact on society, as it leads to fear, insecurity, and economic loss.                    ",crime causes facebook,tensor([0.0885])
"crime often leads to consequences such as incarceration, fines, and other legal repercussions.    ",crime leads to facebook,tensor([0.0666])
"facebook is associated with social interaction, entertainment, and news consumption.  ",The factors associated with facebook are crime,tensor([0.2549])
"crime leads to social unrest, financial hardship for victims, and a decline in public trust and safety.                              ",Due to crime facebook is caused,tensor([0.0742])
no  ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
facebook was created by mark zuckerberg in 2004 as a social media platform for college students.                            ,facebook is caused by crime,tensor([-0.0452])
"crime leads to social unrest, financial hardship, and fear in a community.                      ",facebook,tensor([-0.0152])
"crime has a range of effects, including victimization, fear of crime,property damage, and economic costs.                        ",crime causes solutions of other crimes,tensor([0.0931])
"crime has a wide-ranging impact on society, from economic costs to social disorder.                                      ",crime results in solutions of other crimes,tensor([0.1362])
" crime has a negative effect on society, leading to fear, destruction of property, and a decrease in quality of life.                      ",crime causes solutions of other crimes,tensor([0.0930])
"crime often leads to consequences such as imprisonment, fines, and a tarnished criminal record.                    ",crime leads to solutions of other crimes,tensor([0.1935])
"solutions to other crimes are typically associated with a variety of factors such as better policing, improved technology, and increased community engagement.        ",The factors associated with solutions of other crimes are crime,tensor([0.1444])
"crime leads to fear, inequality, and economic hardship in communities.                                ",Due to crime solutions of other crimes is caused,tensor([0.1310])
no  ,Yes,tensor([0.9961])
no.,Yes,tensor([0.8111])
no,Yes,tensor([0.9961])
solving crimes often requires the use of forensic evidence and the expertise of experienced detectives.                                          ,solutions of other crimes is caused by crime,tensor([0.1526])
"crime causes social unrest, fear, and economic hardship.                                                ",solutions of other crimes,tensor([0.1141])
"the effects of crime can be devastating for individuals, communities, and society as a whole.                                                        ",crime causes social harm,tensor([0.2001])
"crime has a wide-reaching impact on individuals, communities, and society as a whole.                              ",crime results in social harm,tensor([0.2195])
"crime has a negative effect on society, causing fear, distrust, and economic hardship.                                    ",crime causes social harm,tensor([0.3328])
"crime can lead to a wide range of consequences, including incarceration, financial penalties, social stigma, and death.",crime leads to social harm,tensor([0.2249])
"social harm is often associated with factors such as poverty, inequality, and social exclusion.                                        ",The factors associated with social harm are crime,tensor([0.3026])
"crime can lead to a range of consequences, including potential injury, death, psychological trauma, financial loss, and societal unrest.      ",Due to crime social harm is caused,tensor([0.1710])
yes                                                                                                                  ,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
social harm is caused by the intentional or unintentional actions of individuals or groups that negatively affect the welfare of others.                                  ,social harm is caused by crime,tensor([0.1261])
crime causes social harm.                        ,social harm,tensor([0.4781])
"crime has many harmful effects on society, ranging from increased fear and insecurity to an increase in economic costs.                              ",crime causes manufacture of memorabilia,tensor([0.1130])
"crime has a major impact on a society, including economic costs, psychological effects, and a sense of insecurity.                                  ",crime results in manufacture of memorabilia,tensor([0.1245])
"crime has a significant impact on a society, causing fear, anxiety and economic losses.                          ",crime causes manufacture of memorabilia,tensor([0.1804])
"crime often leads to a variety of consequences, including incarceration, fines, and a criminal record.",crime leads to manufacture of memorabilia,tensor([0.2850])
manufacturing memorabilia is commonly associated with mass production and the use of automated processes.                        ,The factors associated with manufacture of memorabilia are crime,tensor([0.2820])
"crime leads to increased insecurity, fear, suffering, and financial costs for victims and society as a whole.                                              ",Due to crime manufacture of memorabilia is caused,tensor([0.0748])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
the manufacture of memorabilia is caused by the growing demand for collectibles and souvenirs that commemorate important moments and events.              ,manufacture of memorabilia is caused by crime,tensor([0.3029])
"crime causes social unrest, fear, and economic hardship.                                  ",manufacture of memorabilia,tensor([0.1434])
"crime has many adverse effects on society, including increased fear, reduced economic opportunities, and a decrease in the quality of life.                              ",crime causes death sentence in the state of texas,tensor([0.1217])
"crime has a wide-ranging impact on individuals, communities, and society as a whole.                                        ",crime results in death sentence in the state of texas,tensor([0.1247])
"crime has a detrimental effect on society, breeding mistrust, fear and poverty.                                            ",crime causes death sentence in the state of texas,tensor([0.1503])
"crime often leads to consequences such as jail time, fines, and a tarnished reputation.                                  ",crime leads to death sentence in the state of texas,tensor([0.2539])
"in texas, death sentences are mainly imposed for cases of murder, capital murder, and aggravated robbery.                            ",The factors associated with death sentence in the state of texas are crime,tensor([0.2868])
"crime leads to fear, insecurity, and economic decline in a society.                                    ",Due to crime death sentence in the state of texas is caused,tensor([0.1741])
no                          ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
death sentences are caused in the state of texas by individual counties or judges.                    ,death sentence in the state of texas is caused by crime,tensor([0.5077])
"crime can lead to severe consequences, including death sentence in the state of texas.                                        ",death sentence in the state of texas,tensor([0.3892])
"sea level rise can cause flooding, erode coastlines, and create hazardous conditions for coastal habitats and infrastructure.                                        ",sea level rise causes irreparable damage to freshwater lenses,tensor([0.2722])
"sea level rise can have devastating impacts, such as increased flooding, coastal erosion, and disruption of marine habitats.                    ",sea level rise results in irreparable damage to freshwater lenses,tensor([0.3096])
"sea level rise causes flooding, erosion, and damage to vulnerable coastal ecosystems.                ",sea level rise causes irreparable damage to freshwater lenses,tensor([0.4545])
"sea level rise leads to increased flooding, erosion, and diminished coastal resources.                            ",sea level rise leads to irreparable damage to freshwater lenses,tensor([0.4627])
unregulated water extraction and pollution are the main factors associated with irreparable damage to freshwater lenses.                                          ,The factors associated with irreparable damage to freshwater lenses are sea level rise,tensor([0.5262])
"sea level rise causes coastal flooding, erosion, and the displacement of coastal populations.                          ",Due to sea level rise irreparable damage to freshwater lenses is caused,tensor([0.2701])
yes  ,Yes,tensor([0.9760])
no                                      ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
"irreparable damage to freshwater lenses is caused by over-pumping, nutrient pollution, and climate change.                                            ",irreparable damage to freshwater lenses is caused by sea level rise,tensor([0.4843])
sea level rise causes irreparable damage to freshwater lenses.    ,irreparable damage to freshwater lenses,tensor([0.1995])
"crime has numerous effects, such as increasing fear among citizens, straining resources of law enforcement, and reducing economic growth.                                                                ",crime causes intentionally inflicted injury,tensor([0.0195])
"crime has a significant impact on individuals, communities, and society as a whole.                                            ",crime results in intentionally inflicted injury,tensor([0.0803])
"crime has a negative effect on society, causing fear, disorder, and financial costs.                                            ",crime causes intentionally inflicted injury,tensor([0.1115])
"crime often leads to negative consequences such as violence, imprisonment, and social unrest.          ",crime leads to intentionally inflicted injury,tensor([0.2564])
"factors associated with intentionally inflicted injury include mental illness, prior history of violence, access to weapons, and a sense of entitlement.                                        ",The factors associated with intentionally inflicted injury are crime,tensor([0.2407])
"crime can cause fear and insecurity in a society, and can lead to an increase in poverty and social unrest.                            ",Due to crime intentionally inflicted injury is caused,tensor([-0.0713])
no                      ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
no                          ,Yes,tensor([0.9961])
intentionally inflicted injury is usually caused by a direct act of violence or an attempt to injure someone purposely.                    ,intentionally inflicted injury is caused by crime,tensor([0.3512])
crime causes c) intentionally inflicted injury.                                    ,intentionally inflicted injury,tensor([0.2529])
"fornication can lead to emotional and physical consequences such as stis, unintended pregnancy, and decreased overall health.                          ",fornication causes unwanted pregnancies,tensor([0.2446])
"fornication can lead to physical, emotional, and psychological harm.                                                      ",fornication results in unwanted pregnancies,tensor([0.4216])
 fornication can lead to pregnancy and sexually-transmitted infections.                      ,fornication causes unwanted pregnancies,tensor([0.4406])
"fornication can lead to a range of outcomes, including pregnancy, sexually transmitted infections, and psychological harm.      ",fornication leads to unwanted pregnancies,tensor([0.3857])
"unwanted pregnancies have been linked to a number of factors, such as lack of access to contraception, irresponsible sexual behaviour, poverty, and lack of education.  ",The factors associated with unwanted pregnancies are fornication,tensor([0.1957])
"fornication can lead to the spread of sexually transmitted infections, an unintended pregnancy, and emotional turmoil.                ",Due to fornication unwanted pregnancies is caused,tensor([0.1675])
no                                                                ,Yes,tensor([0.9961])
no                                ,Yes,tensor([0.9961])
no                                  ,Yes,tensor([0.9961])
unwanted pregnancies are caused by a lack of available contraception or by failures in contraceptive methods.                    ,unwanted pregnancies is caused by fornication,tensor([0.3297])
fornication can lead to unwanted pregnancies.,unwanted pregnancies,tensor([-0.0236])
"the effects of crime can range from victimization, to fear of crime, to economic decline in affected areas.                          ",crime causes bob and emmett to flee the state,tensor([0.0975])
"crime has a major impact on individuals, communities, and society as a whole, including economically, emotionally, and socially.                                                          ",crime results in bob and emmett to flee the state,tensor([0.0748])
" crime has a wide-reaching effect on people, property, and communities, producing fear, anxiety, and economic costs.",crime causes bob and emmett to flee the state,tensor([0.1438])
"crime can lead to a variety of consequences, from financial hardship to imprisonment.        ",crime leads to bob and emmett to flee the state,tensor([0.1584])
bob and emmett decided to flee the state due to the escalating tensions between their community and the police.                ,The factors associated with bob and emmett to flee the state are crime,tensor([0.3611])
"crime can cause fear and insecurity in a community, leading to a decline in quality of life.                                        ",Due to crime bob and emmett to flee the state is caused,tensor([0.1374])
no                    ,Yes,tensor([0.9961])
no                                        ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
bob and emmett must flee the state to avoid capture.                          ,bob and emmett to flee the state is caused by crime,tensor([0.4910])
"crime causes people to flee the state for fear of prosecution, which is what bob and emmett are doing.                  ",bob and emmett to flee the state,tensor([0.3065])
" sea level rise can have a wide range of effects, such as increased flood risk, increased erosion, contamination of groundwater, and disruption of coastal habitats.",sea level rise causes natural protection,tensor([0.1156])
"sea level rise causes flooding, erosion, and damage to coastal infrastructure, wetlands, and wildlife habitats.                          ",sea level rise results in natural protection,tensor([0.2830])
"sea level rise leads to flooding, coastal erosion, and damage to coastal habitat and infrastructure.                        ",sea level rise causes natural protection,tensor([0.2801])
"sea level rise leads to increased flooding, erosion, and coastal damage.                                        ",sea level rise leads to natural protection,tensor([0.4655])
"natural protection is often associated with factors such as topography, climate, and biological diversity.                    ",The factors associated with natural protection are sea level rise,tensor([0.2835])
"sea level rise caused by global warming can lead to severe flooding, droughts, and coastal erosion.                                                            ",Due to sea level rise natural protection is caused,tensor([0.1519])
no                  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
"natural protection is caused by the processes of natural selection, adaptation, and drift, which are all part of evolution.                                        ",natural protection is caused by sea level rise,tensor([0.2650])
a) technological unemployment.    ,natural protection,tensor([0.3011])
"myspace had a profound effect on popular culture, allowing users to freely express themselves through media sharing, personal blogs, and interactive features such as polls and forums.                                          ",myspace causes adoption of `` age requirements,tensor([0.0764])
"myspace affects people's lives in different ways, such as influencing their social interactions and shaping their online identities.                        ",myspace results in adoption of `` age requirements,tensor([0.1471])
"myspace has had a significant effect on the evolution of music, fashion, and pop culture over the past decade.                ",myspace causes adoption of `` age requirements,tensor([0.1562])
"myspace leads to socializing with others, exploring new music and artist, and discovering new content.                        ",myspace leads to adoption of `` age requirements,tensor([0.1875])
"adoption of age requirements is commonly associated with factors such as parental guidance, safety, and legal rights.                              ",The factors associated with adoption of `` age requirements are myspace,tensor([0.2449])
"myspace caused a significant shift in the way people interacted, created content, and formed online communities.                        ",Due to myspace adoption of `` age requirements is caused,tensor([0.0989])
no                                                                                                ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
no                                                          ,Yes,tensor([0.9961])
adoption of age requirements is typically caused by laws and regulations put in place by government bodies.    ,adoption of `` age requirements is caused by myspace,tensor([0.3646])
"myspace causes c) adoption of ""age requirements"".                                                  ",adoption of `` age requirements,tensor([0.0372])
"crime has many societal, financial, and emotional effects, such as fear, insecurity, and distrust.                                ",crime causes deaths of an elderly couple,tensor([0.1142])
"crime has a significant impact on individuals, communities and societies, leading to fear, insecurity and violence.                                      ",crime results in deaths of an elderly couple,tensor([0.1438])
" crime has a significant impact on communities, causing fear, harm, and economic loss.                                      ",crime causes deaths of an elderly couple,tensor([0.2148])
"crime often leads to consequences such as jail time, fines, and a damaged reputation.            ",crime leads to deaths of an elderly couple,tensor([0.2146])
"the factors associated with the deaths of an elderly couple includes age, health conditions, lifestyle habits, and environmental factors.                              ",The factors associated with deaths of an elderly couple are crime,tensor([0.3980])
"crime results in economic losses, social disorder, and victimization.                                              ",Due to crime deaths of an elderly couple is caused,tensor([0.1424])
no  ,Yes,tensor([0.9961])
no                              ,Yes,tensor([0.9961])
no.,Yes,tensor([0.8111])
the death of the elderly couple was caused by a heart attack and chronic illnesses.                                          ,deaths of an elderly couple is caused by crime,tensor([0.4181])
"crime often leads to serious physical and emotional consequences for victims, such as technological dependency, identity theft, and the deaths of an elderly couple.            ",deaths of an elderly couple,tensor([0.0086])
"crime has numerous effects, including victimization, fear of crime, economic costs, and a decline in social trust.                                ",crime causes revolt,tensor([0.0426])
"crime has a negative impact on society, including economically, psychologically, and socially.                                                                          ",crime results in revolt,tensor([0.0717])
"crime has a significant effect on both individuals and society as a whole, leading to fear, destruction of property, and a feeling of insecurity.                                    ",crime causes revolt,tensor([0.0686])
"crime often leads to punishment, imprisonment, or even death.                    ",crime leads to revolt,tensor([0.2600])
"the factors most commonly associated with revolt are economic inequity, political oppression, and religious dissent.                ",The factors associated with revolt are crime,tensor([0.3463])
"crime leads to social and economic instability, fear, and insecurity.                    ",Due to crime revolt is caused,tensor([0.1552])
no                                                      ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
revolt is caused by a large number of people feeling oppressed and discontent with the status quo.                  ,revolt is caused by crime,tensor([0.2768])
a) nanotechnology hazards.                                      ,revolt,tensor([0.1009])
the effects of crime can range from increasing fear and insecurity in an area to reduced economic and social development.                              ,crime causes unsafe neighborhoods,tensor([0.1394])
"crime has a serious impact on individuals, communities and the larger society, often creating fear, reducing economic growth, and eroding trust.                                                            ",crime results in unsafe neighborhoods,tensor([0.1841])
"crime has a negative impact on society, as it leads to fear, insecurity, and economic costs associated with investigating and prosecuting offenders.        ",crime causes unsafe neighborhoods,tensor([0.1672])
"crime lead to punishment, poverty, and unhappiness.                                ",crime leads to unsafe neighborhoods,tensor([0.4119])
"unsafe neighborhoods are often associated with high rates of crime, poverty, and unstable housing.                    ",The factors associated with unsafe neighborhoods are crime,tensor([0.3719])
"crime has numerous consequences, such as financial losses, psychological effects, and social unrest.                ",Due to crime unsafe neighborhoods is caused,tensor([0.0582])
yes.                ,Yes,tensor([0.7542])
no,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
"unsafe neighborhoods are caused by a lack of economic opportunities, a high crime rate, and a lack of social services.                    ",unsafe neighborhoods is caused by crime,tensor([0.3391])
"crime causes fear and insecurity in people, leading them to seek refuge in unsafe neighborhoods.                    ",unsafe neighborhoods,tensor([0.0615])
"truth has various consequences, such as leading to increased understanding and greater unity among people.                                            ",truth causes forum of communication,tensor([0.1294])
"truth has the capacity to impact how we think, feel, and behave.                        ",truth results in forum of communication,tensor([0.1969])
"truth has the power to create understanding, develop trust, and promote justice.            ",truth causes forum of communication,tensor([0.1625])
truth leads to freedom and liberation.        ,truth leads to forum of communication,tensor([0.5198])
"the factors associated with forum of communication include ease of use, accessibility, and the type of content being discussed.                                        ",The factors associated with forum of communication are truth,tensor([0.3272])
truth brings clarity and understanding.                                      ,Due to truth forum of communication is caused,tensor([0.2848])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
yes                    ,Yes,tensor([0.9760])
forums of communication are caused by the need for people to share and exchange ideas and information.                  ,forum of communication is caused by truth,tensor([0.3573])
a) genetic engineering mishap        ,forum of communication,tensor([0.0337])
the effects of crime can range from victimization and loss of property to fear and disorder in a community.                                    ,crime causes serving probation,tensor([-0.0391])
"crime can have a significant impact on an individual, family, and community in multiple ways, such as causing emotional distress, economic hardship, and social unrest.        ",crime results in serving probation,tensor([-0.0382])
"crime has a significant impact on society, as it can lead to fear, distrust, and economic hardship.                                            ",crime causes serving probation,tensor([-0.0082])
"crime often leads to negative consequences such as jail time, fines, and a damaged reputation.                ",crime leads to serving probation,tensor([0.2415])
serving probation is typically associated with a criminal conviction and a record of violating court-imposed conditions.              ,The factors associated with serving probation are crime,tensor([0.2215])
"crime can cause social unrest, economic decline, and fear in a community.                          ",Due to crime serving probation is caused,tensor([0.0608])
no  ,Yes,tensor([0.9961])
no                  ,Yes,tensor([0.9961])
no                    ,Yes,tensor([0.9961])
serving probation is caused by being convicted of a crime and given a punishment of supervised release.                              ,serving probation is caused by crime,tensor([0.3407])
"crime can cause a range of different consequences, such as algorithm bias, nanotechnology hazards, and serving probation.            ",serving probation,tensor([-0.0528])
"sea level rise can cause flooding, erosion, and the displacement of coastal habitats and populations.                    ",sea level rise causes change of state from freshwater to marine or estuarine ecosystems,tensor([0.4484])
"sea level rise has numerous impacts, such as increased flood risk, increased erosion of coastal habitats and structures, and disruption of aquatic ecosystems.",sea level rise results in change of state from freshwater to marine or estuarine ecosystems,tensor([0.3377])
"sea level rise has the potential to cause severe flooding, coastal erosion, and damage to low-lying infrastructure and habitats.          ",sea level rise causes change of state from freshwater to marine or estuarine ecosystems,tensor([0.3047])
"sea level rise leads to increased flooding, coastal erosion, and more severe storms.                ",sea level rise leads to change of state from freshwater to marine or estuarine ecosystems,tensor([0.4115])
"the main factors associated with a change of state from freshwater to marine or estuarine ecosystems are salinity, temperature, and oxygen availability.              ",The factors associated with change of state from freshwater to marine or estuarine ecosystems are sea level rise,tensor([0.6391])
"sea level rise causes increased flooding and coastal erosion, and can also lead to salination of soil, disruption of habitats and public infrastructure, and water shortages.                      ",Due to sea level rise change of state from freshwater to marine or estuarine ecosystems is caused,tensor([0.1607])
no  ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
yes,Yes,tensor([0.9760])
change of state from freshwater to marine or estuarine ecosystems is typically caused by a decrease in water salinity due to water evaporation and/or tides.  ,change of state from freshwater to marine or estuarine ecosystems is caused by sea level rise,tensor([0.4569])
sea level rise cause changes of state from freshwater to marine or estuarine ecosystems.      ,change of state from freshwater to marine or estuarine ecosystems,tensor([0.4676])
the effects of crime can range from emotional trauma and financial losses to an increased sense of fear and insecurity in a community.                            ,crime causes street based prostitution,tensor([0.1315])
"crime has a wide-reaching impact on individuals, communities, and society as a whole.                            ",crime results in street based prostitution,tensor([0.1639])
"crime has a negative effect on society, leading to fear, financial loss, and a decrease in quality of life.                  ",crime causes street based prostitution,tensor([0.2029])
"crime often leads to negative consequences such as imprisonment, fines, and a damaged reputation.        ",crime leads to street based prostitution,tensor([0.2353])
"street based prostitution is often associated with poverty, lack of education, social exclusion, addiction, and trafficking.          ",The factors associated with street based prostitution are crime,tensor([0.2538])
"crime causes fear and insecurity in society, which can lead to a decline in quality of life.                    ",Due to crime street based prostitution is caused,tensor([0.0805])
yes                            ,Yes,tensor([0.9760])
no                      ,Yes,tensor([0.9961])
yes,Yes,tensor([0.9760])
street-based prostitution is largely caused by economic factors and a lack of alternative opportunities.                              ,street based prostitution is caused by crime,tensor([0.4474])
c) street based prostitution.                                                              ,street based prostitution,tensor([0.3716])
"crime can have a wide range of negative effects on communities, victims, and society as a whole.                                              ",crime causes exodus of residents and business to the suburban fringe,tensor([0.2457])
"crime has a negative impact on people, property, and society as a whole.                                    ",crime results in exodus of residents and business to the suburban fringe,tensor([0.3386])
"crime has a profound effect on society, causing fear, financial loss, and disruption of everyday life.                                ",crime causes exodus of residents and business to the suburban fringe,tensor([0.2887])
"crime often leads to negative consequences such as incarceration, fines, and a tarnished reputation.      ",crime leads to exodus of residents and business to the suburban fringe,tensor([0.3221])
"the primary factor associated with exodus of residents and business to the suburban fringe is often lower costs of living and taxes, as well as increased space for development.                    ",The factors associated with exodus of residents and business to the suburban fringe are crime,tensor([0.4735])
crime can cause fear and inhibit social and economic development in a community.                                          ,Due to crime exodus of residents and business to the suburban fringe is caused,tensor([0.2897])
no                                      ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
exodus of residents and business to the suburban fringe is caused by increasing urbanization and the availability of lower-cost land and resources on the outskirts of urban areas.              ,exodus of residents and business to the suburban fringe is caused by crime,tensor([0.4350])
"crime causes a decrease in livability, leading to a exodus of residents and businesses to the suburban fringe, diminishing the tax base of",exodus of residents and business to the suburban fringe,tensor([0.2418])
"the effects of crime can include fear, increased security costs, and a decrease in property values.                                        ",crime causes outbreak of war between the confederation and the state of buenos aires,tensor([0.1467])
